G_POA_norm,air_temp_norm,wind_s_norm,humidity_norm,declination_norm,power_norm
0.38315,0.586,0.177,0.41,-0.75755,0.43
0.34925,0.588,0.161,0.41,-0.75753,0.444
0.36335,0.594,0.113,0.41,-0.75752,0.4335
0.36865,0.592,0.145,0.42,-0.75751,0.419
0.12945,0.588,0.161,0.42,-0.7575,0.4095
0.3474,0.584,0.209,0.42,-0.75749,0.401
0.3441,0.582,0.113,0.41,-0.75747,0.3645
0.3169,0.582,0.209,0.4,-0.75746,0.322
0.28235,0.58,0.193,0.39,-0.75745,0.298
0.2646,0.584,0.161,0.41,-0.75744,0.255
0.1423,0.584,0.161,0.41,-0.75743,0.2595
0.2329,0.586,0.129,0.41,-0.75741,0.248
0.0787,0.584,0.209,0.41,-0.7574,0.2495
0.22675,0.58,0.193,0.42,-0.75739,0.218
0.2051,0.58,0.161,0.42,-0.75738,0.1815
0.1746,0.584,0.209,0.42,-0.75737,0.1855
0.14045,0.584,0.177,0.42,-0.75735,0.1835
0.1828,0.59,0.225,0.42,-0.75734,0.171
0.1789,0.586,0.113,0.42,-0.75733,0.156
0.1652,0.586,0.145,0.42,-0.75732,0.136
0.15235,0.592,0.161,0.41,-0.7573,0.112
0.13515,0.588,0.193,0.41,-0.75729,0.098
0.12575,0.586,0.209,0.41,-0.75728,0.084
0.0867,0.366,0.048,0.92,-0.75534,0.0655
0.0697,0.368,0.129,0.92,-0.75533,0.045
0.0544,0.366,0.064,0.92,-0.75531,0.028
0.04355,0.366,0.064,0.92,-0.7553,0.023
0.03985,0.366,0.064,0.92,-0.75529,0.038
0.04415,0.366,0.048,0.92,-0.75528,0.041
0.04865,0.368,0.048,0.93,-0.75526,0.046
0.056,0.368,0.048,0.92,-0.75525,0.0485
0.056,0.366,0.064,0.92,-0.75524,0.053
0.0587,0.368,0.048,0.93,-0.75523,0.0615
0.06215,0.368,0.016,0.93,-0.75521,0.068
0.0691,0.368,0.016,0.92,-0.7552,0.067
0.07135,0.368,0.08,0.92,-0.75519,0.0695
0.07035,0.366,0,0.92,-0.75517,0.0805
0.08095,0.366,0.016,0.92,-0.75516,0.0745
0.0687,0.366,0.032,0.93,-0.75515,0.086
0.08075,0.366,0.032,0.92,-0.75514,0.098
0.0865,0.366,0,0.92,-0.75512,0.097
0.09445,0.368,0.016,0.93,-0.75511,0.064
0.07115,0.368,0.032,0.93,-0.7551,0.087
0.0736,0.372,0.016,0.93,-0.75509,0.1195
0.09815,0.372,0.016,0.93,-0.75507,0.1135
0.1092,0.374,0.016,0.93,-0.75506,0.1125
0.0998,0.372,0.048,0.92,-0.75505,0.1655
0.1188,0.374,0.048,0.93,-0.75504,0.174
0.14925,0.376,0.032,0.92,-0.75502,0.1705
0.1515,0.374,0.032,0.92,-0.75501,0.118
0.11225,0.374,0.032,0.92,-0.755,0.1295
0.1153,0.376,0.048,0.92,-0.75499,0.1715
0.12125,0.376,0.048,0.92,-0.75497,0.1645
0.14435,0.374,0.048,0.92,-0.75496,0.131
0.12145,0.376,0.016,0.92,-0.75495,0.161
0.11265,0.378,0,0.92,-0.75494,0.2415
0.165,0.378,0.016,0.92,-0.75492,0.4305
0.2016,0.382,0.048,0.91,-0.75491,0.3845
0.3245,0.382,0.048,0.91,-0.7549,0.4475
0.26745,0.386,0.048,0.92,-0.75488,0.82
0.3901,0.386,0.032,0.91,-0.75487,0.347
0.2877,0.386,0.048,0.9,-0.75486,0.3375
0.29015,0.388,0.032,0.9,-0.75485,0.2415
0.21345,0.388,0.048,0.9,-0.75483,0.22
0.1959,0.39,0.032,0.9,-0.75482,0.238
0.1781,0.392,0.032,0.89,-0.75481,0.32
0.23165,0.394,0.048,0.89,-0.7548,0.455
0.28195,0.402,0.048,0.89,-0.75478,0.469
0.3889,0.406,0.048,0.88,-0.75477,0.327
0.2208,0.41,0.048,0.87,-0.75476,0.6075
0.2838,0.414,0.048,0.86,-0.75475,0.6905
0.48375,0.414,0.048,0.84,-0.75473,0.3245
0.28645,0.416,0.032,0.84,-0.75472,0.432
0.21245,0.42,0.032,0.83,-0.75471,0.608
0.3427,0.424,0.048,0.83,-0.75469,0.5005
0.40875,0.424,0.032,0.81,-0.75468,0.366
0.28235,0.432,0.048,0.81,-0.75467,0.2445
0.21265,0.432,0.032,0.8,-0.75466,0.2225
0.1319,0.436,0.016,0.8,-0.75464,0.34
0.21285,0.446,0.032,0.79,-0.75463,0.364
0.2237,0.45,0.113,0.78,-0.75462,0.3635
0.3065,0.436,0.129,0.79,-0.75461,0.432
0.29895,0.436,0.097,0.81,-0.75459,0.5545
0.35905,0.436,0.097,0.81,-0.75458,0.507
0.3204,0.436,0.129,0.81,-0.75457,0.34
0.29015,0.434,0.08,0.81,-0.75456,0.2855
0.2417,0.432,0.048,0.81,-0.75454,0.268
0.23045,0.432,0.08,0.81,-0.75453,0.279
0.22695,0.432,0.129,0.81,-0.75452,0.2745
0.23185,0.432,0.097,0.81,-0.7545,0.257
0.2161,0.432,0.113,0.81,-0.75449,0.247
0.2098,0.432,0.129,0.81,-0.75448,0.207
0.1736,0.432,0.113,0.81,-0.75447,0.2155
0.18115,0.432,0.08,0.81,-0.75445,0.218
0.18585,0.432,0.097,0.81,-0.75444,0.2185
0.18135,0.426,0.113,0.81,-0.75443,0.221
0.18525,0.42,0.113,0.82,-0.75441,0.2375
0.183,0.418,0.129,0.82,-0.7544,0.235
0.1971,0.416,0.113,0.83,-0.75439,0.2615
0.19975,0.414,0.08,0.84,-0.75438,0.314
0.238,0.408,0.097,0.83,-0.75436,0.3155
0.25885,0.408,0.161,0.84,-0.75435,0.2925
0.24435,0.404,0.145,0.84,-0.75434,0.259
0.21815,0.402,0.129,0.85,-0.75433,0.2645
0.1971,0.402,0.097,0.85,-0.75431,0.2765
0.22735,0.402,0.048,0.85,-0.7543,0.261
0.2202,0.404,0.129,0.85,-0.75429,0.236
0.2016,0.404,0.129,0.85,-0.75427,0.2185
0.1875,0.402,0.113,0.85,-0.75426,0.2185
0.18955,0.402,0.08,0.85,-0.75425,0.235
0.18135,0.404,0.113,0.85,-0.75424,0.2805
0.2061,0.406,0.064,0.86,-0.75422,0.2195
0.1877,0.408,0.08,0.86,-0.75421,0.2265
0.1836,0.408,0.08,0.85,-0.7542,0.201
0.1521,0.412,0.08,0.85,-0.75418,0.215
0.18055,0.412,0.064,0.84,-0.75417,0.2425
0.19075,0.414,0.032,0.84,-0.75416,0.234
0.1977,0.412,0.08,0.84,-0.75415,0.205
0.1744,0.412,0.048,0.84,-0.75413,0.2045
0.1736,0.412,0.048,0.84,-0.75412,0.1985
0.16255,0.412,0.064,0.84,-0.75411,0.1895
0.16335,0.414,0.064,0.84,-0.7541,0.147
0.1317,0.414,0.08,0.84,-0.75408,0.1215
0.10855,0.416,0.113,0.83,-0.75407,0.1225
0.1104,0.412,0.129,0.83,-0.75406,0.106
0.09895,0.408,0.129,0.84,-0.75404,0.105
0.10265,0.408,0.048,0.84,-0.75403,0.116
0.09815,0.41,0.113,0.84,-0.75402,0.1365
0.11285,0.414,0.064,0.85,-0.75401,0.137
0.12515,0.41,0.08,0.84,-0.75399,0.14
0.1141,0.41,0.064,0.84,-0.75398,0.131
0.12065,0.408,0.064,0.84,-0.75397,0.1155
0.1094,0.408,0.048,0.84,-0.75395,0.1105
0.0967,0.408,0.048,0.84,-0.75394,0.0975
0.0959,0.406,0.032,0.85,-0.75393,0.0895
0.0869,0.406,0.064,0.85,-0.75392,0.094
0.09285,0.406,0.08,0.85,-0.7539,0.086
0.0873,0.406,0.097,0.85,-0.75389,0.076
0.0789,0.402,0.097,0.85,-0.75388,0.079
0.083,0.402,0.064,0.86,-0.75386,0.049
0.0591,0.402,0.113,0.86,-0.75385,0.0355
0.0548,0.402,0.08,0.86,-0.75384,0.0455
0.0503,0.402,0.097,0.87,-0.75383,0.041
0.0546,0.402,0.064,0.87,-0.75381,0.0335
0.04785,0.402,0.048,0.87,-0.7538,0.028
0.04355,0.398,0.129,0.86,-0.75379,0.0285
0.0458,0.396,0.113,0.86,-0.75377,0.0215
0.0401,0.396,0.113,0.86,-0.75376,0.0165
0.0358,0.394,0.064,0.87,-0.75375,0.0165
0.036,0.394,0.064,0.87,-0.75373,0.0175
0.03515,0.396,0.145,0.87,-0.75372,0.0155
0.03435,0.394,0.08,0.87,-0.75371,0.012
0.05685,0.328,0.064,0.92,-0.7516,0.18
0.16335,0.328,0.064,0.92,-0.75159,0.2065
0.1734,0.328,0.08,0.92,-0.75158,0.3485
0.20815,0.33,0.08,0.92,-0.75156,0.3435
0.2875,0.33,0.097,0.92,-0.75155,0.2895
0.24455,0.332,0.08,0.92,-0.75154,0.374
0.25295,0.332,0.097,0.92,-0.75152,0.39
0.1374,0.334,0.097,0.92,-0.75151,0.4195
0.13435,0.334,0.113,0.91,-0.7515,0.472
0.3294,0.334,0.097,0.91,-0.75148,0.496
0.35925,0.336,0.129,0.91,-0.75147,0.498
0.39095,0.336,0.113,0.91,-0.75146,0.4245
0.32635,0.338,0.145,0.91,-0.75144,0.434
0.3104,0.342,0.08,0.91,-0.75143,0.446
0.3484,0.344,0.097,0.91,-0.75142,0.501
0.3476,0.348,0.08,0.91,-0.7514,0.4845
0.2742,0.354,0.113,0.9,-0.75139,0.544
0.39975,0.358,0.209,0.89,-0.75138,0.5325
0.43165,0.366,0.145,0.88,-0.75136,0.5585
0.3938,0.366,0.177,0.87,-0.75135,0.5425
0.2198,0.368,0.274,0.85,-0.75134,0.62
0.43305,0.374,0.241,0.83,-0.75132,0.617
0.1335,0.376,0.193,0.81,-0.75131,0.6265
0.48375,0.38,0.177,0.81,-0.75129,0.5685
0.46005,0.384,0.177,0.81,-0.75128,0.5805
0.44635,0.386,0.225,0.8,-0.75127,0.5685
0.45635,0.386,0.209,0.79,-0.75125,0.59
0.4568,0.388,0.257,0.78,-0.75124,0.5915
0.468,0.394,0.161,0.78,-0.75123,0.662
0.48195,0.396,0.274,0.76,-0.75121,0.675
0.51545,0.392,0.29,0.74,-0.7512,0.698
0.4991,0.394,0.257,0.74,-0.75119,0.77
0.56555,0.394,0.145,0.75,-0.75117,0.745
0.5412,0.396,0.177,0.74,-0.75116,0.761
0.5631,0.396,0.225,0.73,-0.75115,0.797
0.62055,0.396,0.225,0.72,-0.75113,0.8115
0.586,0.394,0.225,0.71,-0.75112,0.829
0.61995,0.394,0.257,0.71,-0.75111,0.812
0.62525,0.398,0.29,0.71,-0.75109,0.805
0.6281,0.402,0.225,0.7,-0.75108,0.76
0.5819,0.404,0.225,0.69,-0.75107,0.8525
0.5995,0.402,0.241,0.68,-0.75105,0.854
0.68885,0.41,0.29,0.67,-0.75104,0.8345
0.66985,0.416,0.241,0.66,-0.75102,0.761
0.5895,0.416,0.209,0.67,-0.75101,0.769
0.57865,0.416,0.193,0.67,-0.751,0.8175
0.5817,0.42,0.193,0.66,-0.75098,0.8215
0.34165,0.418,0.322,0.66,-0.75097,0.8985
0.17625,0.418,0.209,0.65,-0.75096,0.84
0.65635,0.424,0.177,0.65,-0.75094,0.7615
0.60605,0.426,0.29,0.63,-0.75093,0.758
0.60585,0.426,0.274,0.63,-0.75092,0.83
0.6183,0.426,0.193,0.63,-0.7509,0.9035
0.7095,0.428,0.225,0.63,-0.75089,0.8905
0.723,0.428,0.241,0.64,-0.75088,0.8435
0.67495,0.434,0.306,0.6,-0.75086,0.8405
0.7416,0.436,0.241,0.6,-0.75085,0.821
0.69235,0.434,0.241,0.6,-0.75084,0.9085
0.19405,0.436,0.193,0.61,-0.75082,0.896
0.7146,0.44,0.241,0.59,-0.75081,0.8925
0.7594,0.442,0.129,0.6,-0.75079,0.9285
0.7639,0.446,0.193,0.6,-0.75078,0.9035
0.71745,0.442,0.274,0.6,-0.75077,0.832
0.71745,0.438,0.193,0.58,-0.75075,0.8375
0.6956,0.444,0.257,0.52,-0.75074,0.861
0.72505,0.446,0.209,0.52,-0.75073,0.2135
0.18645,0.446,0.338,0.51,-0.75071,0.0655
0.07055,0.444,0.306,0.51,-0.7507,0.0715
0.07015,0.444,0.193,0.52,-0.75069,0.125
0.07505,0.444,0.209,0.53,-0.75067,0.2775
0.11635,0.444,0.306,0.51,-0.75066,0.6735
0.24475,0.448,0.241,0.51,-0.75065,0.8195
0.4766,0.446,0.209,0.52,-0.75063,0.33
0.26415,0.444,0.274,0.53,-0.75062,0.164
0.1417,0.45,0.225,0.54,-0.7506,0.1025
0.0967,0.444,0.241,0.55,-0.75059,0.103
0.0951,0.446,0.225,0.54,-0.75058,0.125
0.09405,0.454,0.241,0.53,-0.75056,0.12
0.1016,0.444,0.241,0.53,-0.75055,0.09
0.06665,0.454,0.161,0.53,-0.75054,0.1465
0.08935,0.446,0.193,0.54,-0.75052,0.147
0.1198,0.414,0.161,0.55,-0.75051,0.1545
0.0924,0.372,0.193,0.66,-0.7505,0.336
0.1421,0.35,0.177,0.71,-0.75048,0.885
0.38235,0.342,0.161,0.72,-0.75047,0.895
0.58315,0.346,0.08,0.74,-0.75045,0.84
0.6694,0.358,0.08,0.73,-0.75044,0.797
0.62975,0.374,0.08,0.71,-0.75043,0.8025
0.6459,0.384,0.177,0.69,-0.75041,0.7485
0.17545,0.378,0.129,0.7,-0.7504,0.666
0.54185,0.374,0.129,0.73,-0.75039,0.6165
0.50215,0.372,0.177,0.74,-0.75037,0.618
0.49765,0.364,0.241,0.74,-0.75036,0.6755
0.5044,0.35,0.257,0.75,-0.75035,0.692
0.55265,0.338,0.209,0.78,-0.75033,0.716
0.568,0.34,0.097,0.8,-0.75032,0.6585
0.51565,0.334,0.161,0.81,-0.7503,0.7005
0.5255,0.328,0.08,0.83,-0.75029,0.695
0.5408,0.334,0.097,0.84,-0.75028,0.57
0.4842,0.346,0.097,0.85,-0.75026,0.585
0.4588,0.356,0.048,0.85,-0.75025,0.5785
0.45475,0.366,0.064,0.82,-0.75024,0.5575
0.4429,0.374,0.08,0.79,-0.75022,0.5305
0.41955,0.386,0.113,0.78,-0.75021,0.5175
0.41465,0.396,0.193,0.74,-0.75019,0.506
0.41055,0.408,0.145,0.72,-0.75018,0.4665
0.37335,0.418,0.209,0.59,-0.75017,0.452
0.3617,0.428,0.257,0.55,-0.75015,0.4445
0.35395,0.426,0.241,0.59,-0.75014,0.442
0.3564,0.426,0.241,0.6,-0.75013,0.436
0.35005,0.428,0.225,0.62,-0.75011,0.424
0.2875,0.428,0.161,0.63,-0.7501,0.3985
0.3159,0.436,0.241,0.55,-0.75008,0.407
0.32165,0.438,0.257,0.46,-0.75007,0.368
0.29915,0.438,0.354,0.43,-0.75006,0.332
0.27295,0.438,0.338,0.43,-0.75004,0.313
0.25785,0.436,0.257,0.43,-0.75003,0.3015
0.2519,0.44,0.274,0.43,-0.75002,0.276
0.23225,0.442,0.257,0.44,-0.75,0.2715
0.1932,0.442,0.209,0.46,-0.74999,0.26
0.22105,0.436,0.338,0.43,-0.74997,0.243
0.2106,0.434,0.241,0.45,-0.74996,0.2275
0.2004,0.438,0.257,0.45,-0.74995,0.2125
0.1914,0.436,0.29,0.45,-0.74993,0.208
0.18935,0.434,0.257,0.43,-0.74992,0.1845
0.17115,0.428,0.274,0.44,-0.74991,0.1765
0.16765,0.424,0.257,0.47,-0.74989,0.161
0.15845,0.424,0.257,0.49,-0.74988,0.139
0.1423,0.426,0.241,0.48,-0.74986,0.133
0.14065,0.426,0.241,0.48,-0.74985,0.1245
0.13965,0.42,0.225,0.49,-0.74984,0.111
0.15355,0.274,0.064,0.87,-0.74762,0.1855
0.1658,0.274,0.032,0.86,-0.74761,0.202
0.1738,0.276,0.048,0.86,-0.74759,0.2155
0.1879,0.278,0.032,0.86,-0.74758,0.23
0.19405,0.278,0.048,0.85,-0.74757,0.246
0.2055,0.278,0.064,0.85,-0.74755,0.262
0.21305,0.282,0.048,0.85,-0.74754,0.279
0.22695,0.284,0.032,0.84,-0.74752,0.295
0.2374,0.286,0.048,0.84,-0.74751,0.3105
0.2466,0.288,0.048,0.83,-0.74749,0.3245
0.25765,0.288,0.064,0.83,-0.74748,0.3405
0.2691,0.288,0.064,0.82,-0.74747,0.356
0.2785,0.29,0.064,0.81,-0.74745,0.3705
0.29055,0.294,0.064,0.8,-0.74744,0.379
0.29955,0.296,0.08,0.8,-0.74742,0.394
0.3077,0.302,0.048,0.78,-0.74741,0.4105
0.3194,0.306,0.048,0.77,-0.74739,0.4235
0.3302,0.314,0.048,0.75,-0.74738,0.437
0.3378,0.32,0.032,0.73,-0.74737,0.4475
0.34555,0.326,0.048,0.7,-0.74735,0.4555
0.35575,0.334,0.048,0.69,-0.74734,0.462
0.36395,0.34,0.064,0.67,-0.74732,0.4735
0.3711,0.348,0.048,0.62,-0.74731,0.4905
0.38115,0.358,0.048,0.57,-0.74729,0.505
0.3895,0.366,0.064,0.52,-0.74728,0.5175
0.40135,0.374,0.064,0.51,-0.74726,0.5235
0.40875,0.378,0.08,0.49,-0.74725,0.532
0.4163,0.386,0.048,0.47,-0.74724,0.543
0.42425,0.392,0.113,0.43,-0.74722,0.5525
0.4339,0.396,0.064,0.44,-0.74721,0.5535
0.44105,0.4,0.113,0.43,-0.74719,0.5665
0.44715,0.404,0.177,0.4,-0.74718,0.575
0.45125,0.406,0.113,0.42,-0.74716,0.5765
0.4615,0.412,0.08,0.43,-0.74715,0.591
0.4629,0.414,0.097,0.43,-0.74714,0.597
0.47905,0.416,0.08,0.42,-0.74712,0.6
0.4815,0.42,0.097,0.42,-0.74711,0.608
0.48705,0.428,0.064,0.44,-0.74709,0.6055
0.49155,0.432,0.129,0.42,-0.74708,0.6175
0.49765,0.438,0.161,0.41,-0.74706,0.6205
0.50485,0.438,0.161,0.4,-0.74705,0.6295
0.5091,0.44,0.193,0.39,-0.74704,0.6355
0.512,0.442,0.129,0.4,-0.74702,0.639
0.5212,0.446,0.161,0.41,-0.74701,0.6385
0.51995,0.448,0.177,0.41,-0.74699,0.6495
0.5314,0.448,0.209,0.4,-0.74698,0.6525
0.5361,0.452,0.225,0.41,-0.74696,0.655
0.5402,0.45,0.209,0.4,-0.74695,0.662
0.53795,0.452,0.145,0.41,-0.74693,0.66
0.54325,0.458,0.209,0.41,-0.74692,0.6615
0.54775,0.458,0.161,0.42,-0.74691,0.659
0.5492,0.462,0.145,0.42,-0.74689,0.656
0.54695,0.464,0.209,0.42,-0.74688,0.6625
0.5439,0.464,0.129,0.42,-0.74686,0.664
0.54795,0.466,0.193,0.41,-0.74685,0.666
0.5533,0.468,0.177,0.41,-0.74683,0.669
0.55965,0.476,0.209,0.37,-0.74682,0.666
0.5588,0.478,0.177,0.36,-0.7468,0.6745
0.56005,0.482,0.08,0.37,-0.74679,0.6665
0.55555,0.484,0.177,0.39,-0.74678,0.663
0.5586,0.482,0.161,0.4,-0.74676,0.6635
0.56045,0.486,0.145,0.38,-0.74675,0.6815
0.5637,0.486,0.161,0.39,-0.74673,0.684
0.57475,0.486,0.145,0.38,-0.74672,0.688
0.57395,0.486,0.177,0.38,-0.7467,0.677
0.5686,0.488,0.145,0.37,-0.74669,0.6825
0.56965,0.494,0.129,0.35,-0.74667,0.686
0.5727,0.498,0.113,0.37,-0.74666,0.686
0.5666,0.502,0.161,0.33,-0.74665,0.6845
0.56495,0.506,0.08,0.36,-0.74663,0.6865
0.5682,0.508,0.145,0.32,-0.74662,0.6785
0.56595,0.506,0.097,0.31,-0.7466,0.671
0.56475,0.512,0.193,0.32,-0.74659,0.6735
0.5629,0.516,0.097,0.31,-0.74657,0.6675
0.5578,0.518,0.097,0.33,-0.74656,0.659
0.55575,0.518,0.193,0.32,-0.74654,0.661
0.5535,0.514,0.097,0.33,-0.74653,0.654
0.54595,0.518,0.129,0.32,-0.74652,0.658
0.55145,0.518,0.161,0.33,-0.7465,0.659
0.54795,0.524,0.113,0.33,-0.74649,0.665
0.5494,0.524,0.161,0.31,-0.74647,0.6525
0.5453,0.522,0.161,0.32,-0.74646,0.6555
0.54595,0.534,0.177,0.31,-0.74644,0.649
0.5404,0.528,0.064,0.31,-0.74643,0.635
0.52795,0.536,0.097,0.33,-0.74641,0.6285
0.51955,0.544,0.129,0.32,-0.7464,0.623
0.5136,0.532,0.145,0.33,-0.74639,0.622
0.51465,0.526,0.161,0.34,-0.74637,0.616
0.51075,0.532,0.177,0.34,-0.74636,0.608
0.5044,0.536,0.145,0.34,-0.74634,0.604
0.49565,0.53,0.193,0.31,-0.74633,0.621
0.4993,0.53,0.161,0.33,-0.74631,0.6325
0.50955,0.534,0.193,0.31,-0.7463,0.6085
0.49705,0.538,0.161,0.31,-0.74628,0.5705
0.47025,0.538,0.161,0.31,-0.74627,0.552
0.45065,0.536,0.177,0.32,-0.74625,0.5445
0.44535,0.534,0.145,0.32,-0.74624,0.537
0.4392,0.544,0.129,0.32,-0.74623,0.5265
0.431,0.544,0.177,0.3,-0.74621,0.515
0.4208,0.544,0.08,0.3,-0.7462,0.511
0.4159,0.544,0.161,0.32,-0.74618,0.5035
0.41385,0.54,0.129,0.31,-0.74617,0.4815
0.39525,0.552,0.193,0.31,-0.74615,0.477
0.3883,0.552,0.129,0.33,-0.74614,0.4615
0.37725,0.556,0.177,0.32,-0.74612,0.4475
0.3666,0.554,0.113,0.32,-0.74611,0.452
0.36375,0.558,0.129,0.31,-0.74609,0.44
0.35905,0.554,0.193,0.32,-0.74608,0.4225
0.3472,0.554,0.161,0.32,-0.74607,0.4165
0.34065,0.554,0.161,0.32,-0.74605,0.406
0.3335,0.558,0.113,0.31,-0.74604,0.401
0.329,0.558,0.145,0.32,-0.74602,0.381
0.31245,0.566,0.177,0.32,-0.74601,0.3685
0.3116,0.56,0.193,0.31,-0.74599,0.37
0.29445,0.56,0.193,0.32,-0.74598,0.354
0.29485,0.566,0.193,0.31,-0.74596,0.3095
0.26295,0.566,0.145,0.31,-0.74595,0.2915
0.2482,0.568,0.209,0.3,-0.74593,0.2785
0.24005,0.566,0.209,0.3,-0.74592,0.264
0.23125,0.564,0.129,0.3,-0.74591,0.2455
0.21675,0.568,0.225,0.3,-0.74589,0.2315
0.20875,0.566,0.209,0.31,-0.74588,0.213
0.1959,0.564,0.209,0.31,-0.74586,0.201
0.18485,0.564,0.161,0.31,-0.74585,0.1825
0.1736,0.566,0.193,0.31,-0.74583,0.167
0.1652,0.564,0.225,0.31,-0.74582,0.1555
0.1554,0.566,0.29,0.31,-0.7458,0.139
0.14355,0.564,0.241,0.31,-0.74579,0.1245
0.1325,0.568,0.29,0.32,-0.74577,0.1135
0.12535,0.566,0.241,0.31,-0.74576,0.1035
0.12,0.564,0.193,0.32,-0.74574,0.091
0.14925,0.364,0.129,0.72,-0.74339,0.176
0.15705,0.364,0.129,0.72,-0.74338,0.189
0.1685,0.362,0.097,0.73,-0.74336,0.2025
0.17685,0.364,0.129,0.73,-0.74335,0.2185
0.18585,0.364,0.129,0.73,-0.74333,0.237
0.1973,0.364,0.145,0.73,-0.74332,0.2555
0.20875,0.362,0.08,0.73,-0.7433,0.2675
0.2196,0.36,0.129,0.74,-0.74329,0.281
0.229,0.36,0.145,0.74,-0.74327,0.298
0.239,0.36,0.113,0.74,-0.74326,0.3115
0.2511,0.362,0.129,0.74,-0.74324,0.3275
0.2611,0.364,0.129,0.74,-0.74323,0.3425
0.2711,0.366,0.145,0.74,-0.74321,0.3545
0.28095,0.368,0.145,0.74,-0.7432,0.3695
0.292,0.372,0.129,0.74,-0.74318,0.383
0.3012,0.376,0.129,0.74,-0.74317,0.397
0.3112,0.38,0.145,0.73,-0.74315,0.414
0.32185,0.386,0.097,0.73,-0.74314,0.4285
0.3335,0.392,0.129,0.72,-0.74312,0.4425
0.34515,0.4,0.145,0.71,-0.74311,0.454
0.35375,0.408,0.145,0.69,-0.74309,0.4615
0.3619,0.414,0.129,0.69,-0.74308,0.473
0.37335,0.422,0.129,0.68,-0.74306,0.4845
0.3805,0.43,0.145,0.66,-0.74305,0.501
0.39115,0.442,0.113,0.64,-0.74303,0.5245
0.40425,0.452,0.177,0.62,-0.74302,0.5285
0.4155,0.464,0.193,0.59,-0.743,0.535
0.42345,0.472,0.177,0.57,-0.74299,0.54
0.4302,0.476,0.145,0.57,-0.74297,0.5555
0.4353,0.478,0.161,0.57,-0.74296,0.5585
0.448,0.474,0.209,0.57,-0.74294,0.5605
0.44535,0.476,0.177,0.57,-0.74293,0.5665
0.4523,0.478,0.145,0.58,-0.74291,0.5695
0.458,0.476,0.177,0.58,-0.74289,0.582
0.46415,0.478,0.145,0.58,-0.74288,0.59
0.46945,0.482,0.161,0.57,-0.74286,0.596
0.47805,0.486,0.209,0.56,-0.74285,0.601
0.485,0.492,0.145,0.55,-0.74283,0.6105
0.4895,0.494,0.209,0.55,-0.74282,0.616
0.4954,0.496,0.209,0.53,-0.7428,0.625
0.50115,0.502,0.161,0.53,-0.74279,0.6305
0.51115,0.506,0.225,0.51,-0.74277,0.6375
0.5163,0.508,0.209,0.5,-0.74276,0.642
0.52015,0.514,0.274,0.49,-0.74274,0.6465
0.5257,0.518,0.241,0.48,-0.74273,0.6525
0.5314,0.526,0.193,0.48,-0.74271,0.655
0.5365,0.53,0.177,0.47,-0.7427,0.661
0.5394,0.536,0.209,0.46,-0.74268,0.6645
0.54285,0.538,0.241,0.46,-0.74267,0.6685
0.55,0.542,0.241,0.45,-0.74265,0.6795
0.5539,0.544,0.306,0.44,-0.74264,0.677
0.5586,0.548,0.241,0.44,-0.74262,0.674
0.558,0.552,0.225,0.44,-0.74261,0.683
0.5631,0.554,0.193,0.43,-0.74259,0.6895
0.5684,0.558,0.193,0.42,-0.74257,0.6875
0.56965,0.562,0.241,0.42,-0.74256,0.6885
0.56925,0.564,0.241,0.42,-0.74254,0.6845
0.5713,0.566,0.274,0.42,-0.74253,0.684
0.57085,0.564,0.209,0.41,-0.74251,0.69
0.5764,0.57,0.274,0.4,-0.7425,0.704
0.5766,0.576,0.241,0.4,-0.74248,0.7045
0.57925,0.586,0.193,0.39,-0.74247,0.707
0.58295,0.582,0.225,0.38,-0.74245,0.7005
0.58295,0.582,0.209,0.39,-0.74244,0.7065
0.58395,0.586,0.274,0.38,-0.74242,0.7055
0.5868,0.588,0.225,0.38,-0.74241,0.701
0.58745,0.594,0.306,0.38,-0.74239,0.704
0.585,0.59,0.241,0.38,-0.74238,0.6955
0.5858,0.594,0.306,0.37,-0.74236,0.7055
0.5862,0.596,0.257,0.37,-0.74235,0.7
0.58255,0.596,0.225,0.38,-0.74233,0.6925
0.57945,0.596,0.225,0.39,-0.74231,0.684
0.57495,0.602,0.225,0.38,-0.7423,0.6785
0.57355,0.608,0.274,0.37,-0.74228,0.6815
0.57045,0.606,0.257,0.36,-0.74227,0.685
0.57005,0.606,0.145,0.37,-0.74225,0.6835
0.567,0.612,0.241,0.36,-0.74224,0.6695
0.5621,0.614,0.29,0.34,-0.74222,0.663
0.55675,0.612,0.225,0.35,-0.74221,0.652
0.54675,0.612,0.241,0.34,-0.74219,0.6535
0.5449,0.616,0.209,0.36,-0.74218,0.6465
0.5396,0.616,0.193,0.36,-0.74216,0.6485
0.53775,0.622,0.241,0.36,-0.74215,0.647
0.53855,0.616,0.241,0.35,-0.74213,0.6405
0.53265,0.616,0.306,0.33,-0.74212,0.637
0.5308,0.618,0.274,0.33,-0.7421,0.632
0.52505,0.622,0.29,0.33,-0.74208,0.6305
0.51995,0.622,0.257,0.33,-0.74207,0.6255
0.512,0.618,0.322,0.33,-0.74205,0.607
0.50505,0.622,0.225,0.34,-0.74204,0.6165
0.50505,0.63,0.241,0.32,-0.74202,0.5785
0.46965,0.63,0.225,0.32,-0.74201,0.5985
0.4905,0.632,0.209,0.32,-0.74199,0.581
0.46865,0.626,0.257,0.32,-0.74198,0.575
0.47335,0.626,0.241,0.32,-0.74196,0.5685
