G_POA_norm,air_temp_norm,wind_s_norm,humidity_norm,declination_norm,power_norm
0.4674,0.628,0.241,0.31,-0.74195,0.5845
0.4674,0.636,0.241,0.32,-0.74193,0.579
0.47885,0.632,0.257,0.32,-0.74192,0.5415
0.4433,0.628,0.29,0.3,-0.7419,0.536
0.44,0.626,0.322,0.31,-0.74189,0.55
0.4392,0.63,0.225,0.32,-0.74187,0.411
0.35045,0.638,0.257,0.31,-0.74185,0.2085
0.1834,0.638,0.193,0.32,-0.74184,0.197
0.17255,0.64,0.225,0.31,-0.74182,0.1875
0.16665,0.626,0.257,0.34,-0.74181,0.1845
0.16295,0.634,0.29,0.32,-0.74179,0.1375
0.1286,0.632,0.241,0.32,-0.74178,0.0955
0.09735,0.628,0.193,0.33,-0.74176,0.097
0.0742,0.636,0.257,0.31,-0.74175,0.1005
0.1004,0.632,0.274,0.32,-0.74173,0.082
0.0867,0.63,0.322,0.32,-0.74172,0.0675
0.0775,0.628,0.306,0.31,-0.7417,0.0665
0.0783,0.632,0.274,0.32,-0.74168,0.103
0.0785,0.632,0.338,0.33,-0.74167,0.098
0.09775,0.632,0.274,0.32,-0.74165,0.0825
0.0875,0.628,0.257,0.32,-0.74164,0.06
0.07055,0.63,0.274,0.32,-0.74162,0.058
0.06545,0.628,0.338,0.33,-0.74161,0.1035
0.0773,0.628,0.257,0.33,-0.74159,0.1035
0.1014,0.626,0.225,0.34,-0.74158,0.0795
0.08405,0.63,0.306,0.34,-0.74156,0.0655
0.0742,0.628,0.29,0.34,-0.74155,0.0505
0.0642,0.628,0.257,0.34,-0.74153,0.024
0.04395,0.626,0.322,0.34,-0.74151,0.016
0.0376,0.632,0.257,0.34,-0.7415,0.014
0.0374,0.624,0.225,0.34,-0.74148,0.009
0.0315,0.624,0.241,0.35,-0.74147,0.013
0.0364,0.618,0.257,0.34,-0.74145,0.014
0.14825,0.4,0.113,0.73,-0.73892,0.1795
0.1597,0.4,0.161,0.73,-0.73891,0.198
0.17055,0.402,0.097,0.73,-0.73889,0.215
0.18135,0.402,0.145,0.73,-0.73888,0.23
0.19505,0.402,0.129,0.73,-0.73886,0.244
0.19835,0.4,0.145,0.73,-0.73884,0.2605
0.2106,0.398,0.129,0.71,-0.73883,0.281
0.22165,0.4,0.129,0.7,-0.73881,0.29
0.2331,0.402,0.113,0.69,-0.7388,0.312
0.24005,0.402,0.129,0.68,-0.73878,0.328
0.2599,0.404,0.113,0.67,-0.73876,0.3435
0.26255,0.404,0.145,0.66,-0.73875,0.3765
0.28115,0.406,0.161,0.65,-0.73873,0.3795
0.30075,0.41,0.193,0.63,-0.73872,0.4045
0.3075,0.412,0.257,0.63,-0.7387,0.427
0.32795,0.412,0.225,0.62,-0.73868,0.4735
0.25045,0.412,0.241,0.61,-0.73867,0.42
0.3155,0.412,0.274,0.6,-0.73865,0.474
0.3167,0.414,0.177,0.6,-0.73864,0.4585
0.29565,0.414,0.193,0.59,-0.73862,0.3445
0.24085,0.414,0.209,0.6,-0.7386,0.5445
0.4122,0.414,0.209,0.59,-0.73859,0.51
0.39115,0.414,0.225,0.57,-0.73857,0.53
0.35005,0.416,0.225,0.55,-0.73856,0.517
0.3985,0.418,0.225,0.53,-0.73854,0.524
0.4112,0.422,0.257,0.52,-0.73852,0.5305
0.41525,0.422,0.241,0.52,-0.73851,0.545
0.4259,0.424,0.177,0.51,-0.73849,0.553
0.4357,0.424,0.225,0.51,-0.73848,0.5625
0.44265,0.426,0.241,0.5,-0.73846,0.5755
0.4523,0.424,0.29,0.5,-0.73844,0.5765
0.46355,0.424,0.193,0.52,-0.73843,0.588
0.4676,0.428,0.241,0.52,-0.73841,0.6035
0.4764,0.428,0.193,0.51,-0.7384,0.6145
0.48315,0.428,0.209,0.52,-0.73838,0.627
0.49295,0.432,0.193,0.5,-0.73836,0.6465
0.5079,0.434,0.129,0.51,-0.73835,0.6665
0.4889,0.436,0.129,0.5,-0.73833,0.667
0.4862,0.436,0.209,0.49,-0.73832,0.6745
0.53285,0.434,0.193,0.49,-0.7383,0.6805
0.54795,0.432,0.161,0.5,-0.73828,0.6715
0.4678,0.434,0.145,0.52,-0.73827,0.6675
0.5404,0.436,0.129,0.51,-0.73825,0.6625
0.5351,0.436,0.129,0.48,-0.73824,0.6675
0.54225,0.438,0.161,0.47,-0.73822,0.6665
0.54635,0.438,0.209,0.46,-0.7382,0.6715
0.55045,0.44,0.161,0.47,-0.73819,0.674
0.55555,0.446,0.161,0.47,-0.73817,0.6745
0.559,0.452,0.145,0.47,-0.73815,0.6765
0.56165,0.458,0.161,0.46,-0.73814,0.685
0.56495,0.456,0.145,0.45,-0.73812,0.6985
0.5778,0.46,0.145,0.42,-0.73811,0.6965
0.57905,0.458,0.129,0.4,-0.73809,0.688
0.57925,0.462,0.145,0.43,-0.73807,0.6945
0.57905,0.464,0.177,0.4,-0.73806,0.705
0.5815,0.46,0.177,0.41,-0.73804,0.7045
0.58395,0.458,0.193,0.42,-0.73803,0.703
0.58335,0.46,0.145,0.42,-0.73801,0.7075
0.5856,0.464,0.161,0.43,-0.73799,0.7005
0.58865,0.468,0.145,0.42,-0.73798,0.6955
0.58905,0.466,0.113,0.41,-0.73796,0.7035
0.587,0.46,0.145,0.4,-0.73795,0.6995
0.58765,0.462,0.209,0.4,-0.73793,0.7075
0.5901,0.462,0.113,0.4,-0.73791,0.7035
0.59235,0.466,0.129,0.4,-0.7379,0.704
0.5895,0.47,0.161,0.41,-0.73788,0.7085
0.58925,0.466,0.113,0.43,-0.73786,0.701
0.5856,0.47,0.145,0.41,-0.73785,0.7045
0.58725,0.472,0.177,0.42,-0.73783,0.704
0.5854,0.474,0.145,0.44,-0.73782,0.7065
0.5895,0.472,0.113,0.44,-0.7378,0.705
0.58435,0.472,0.129,0.45,-0.73778,0.699
0.58005,0.474,0.129,0.45,-0.73777,0.701
0.5815,0.474,0.161,0.43,-0.73775,0.7
0.57945,0.476,0.097,0.45,-0.73774,0.6935
0.577,0.478,0.129,0.45,-0.73772,0.692
0.57475,0.478,0.129,0.44,-0.7377,0.691
0.57355,0.466,0.193,0.44,-0.73769,0.6895
0.5684,0.458,0.113,0.47,-0.73767,0.686
0.56885,0.472,0.161,0.46,-0.73765,0.673
0.5633,0.472,0.08,0.45,-0.73764,0.671
0.5586,0.468,0.08,0.46,-0.73762,0.668
0.55205,0.476,0.161,0.46,-0.73761,0.6645
0.55205,0.476,0.129,0.45,-0.73759,0.66
0.5488,0.482,0.145,0.45,-0.73757,0.6555
0.5398,0.47,0.113,0.47,-0.73756,0.6485
0.5355,0.468,0.145,0.48,-0.73754,0.646
0.5271,0.472,0.129,0.48,-0.73753,0.649
0.5224,0.476,0.129,0.48,-0.73751,0.6345
0.51445,0.482,0.145,0.48,-0.73749,0.624
0.50585,0.474,0.161,0.48,-0.73748,0.621
0.4991,0.472,0.145,0.49,-0.73746,0.6035
0.49195,0.466,0.129,0.5,-0.73744,0.5905
0.48255,0.468,0.113,0.5,-0.73743,0.5825
0.47475,0.476,0.161,0.5,-0.73741,0.57
0.468,0.478,0.113,0.51,-0.7374,0.563
0.45985,0.478,0.129,0.49,-0.73738,0.555
0.45105,0.474,0.129,0.49,-0.73736,0.5425
0.4443,0.472,0.145,0.48,-0.73735,0.534
0.4339,0.466,0.177,0.47,-0.73733,0.522
0.4265,0.466,0.161,0.46,-0.73731,0.5085
0.4171,0.468,0.097,0.45,-0.7373,0.4975
0.4081,0.474,0.129,0.46,-0.73728,0.491
0.40035,0.468,0.161,0.46,-0.73727,0.4775
0.38785,0.464,0.113,0.46,-0.73725,0.4685
0.3793,0.46,0.161,0.46,-0.73723,0.4525
0.367,0.462,0.177,0.45,-0.73722,0.4355
0.3574,0.454,0.145,0.45,-0.7372,0.4255
0.34655,0.456,0.241,0.45,-0.73718,0.412
0.33735,0.454,0.193,0.44,-0.73717,0.398
0.32655,0.448,0.161,0.41,-0.73715,0.3845
0.3149,0.452,0.209,0.39,-0.73714,0.3745
0.3073,0.456,0.193,0.39,-0.73712,0.36
0.29605,0.464,0.161,0.39,-0.7371,0.345
0.28585,0.466,0.145,0.41,-0.73709,0.3295
0.27295,0.474,0.145,0.41,-0.73707,0.3165
0.26375,0.472,0.129,0.42,-0.73705,0.3035
0.2527,0.474,0.097,0.43,-0.73704,0.2845
0.24125,0.468,0.145,0.43,-0.73702,0.2685
0.23145,0.468,0.097,0.45,-0.73701,0.2525
0.2208,0.464,0.145,0.46,-0.73699,0.237
0.2104,0.466,0.097,0.47,-0.73697,0.22
0.1979,0.462,0.129,0.47,-0.73696,0.2055
0.18995,0.462,0.145,0.47,-0.73694,0.189
0.17685,0.454,0.129,0.48,-0.73692,0.174
0.16665,0.446,0.145,0.5,-0.73691,0.159
0.15725,0.448,0.113,0.5,-0.73689,0.1455
0.1462,0.438,0.161,0.5,-0.73687,0.133
0.1378,0.438,0.064,0.51,-0.73686,0.1195
0.1276,0.444,0.113,0.5,-0.73684,0.107
0.1188,0.438,0.145,0.49,-0.73683,0.0945
0.14905,0.326,0.08,0.76,-0.73421,0.1745
0.156,0.326,0.08,0.77,-0.73419,0.189
0.16625,0.326,0.097,0.77,-0.73418,0.2045
0.17545,0.326,0.064,0.77,-0.73416,0.219
0.1867,0.326,0.08,0.77,-0.73414,0.2335
0.1963,0.326,0.064,0.77,-0.73413,0.249
0.2051,0.326,0.016,0.78,-0.73411,0.2635
0.2198,0.328,0.048,0.78,-0.73409,0.2775
0.22575,0.33,0.064,0.78,-0.73408,0.2925
0.23635,0.334,0.048,0.78,-0.73406,0.3075
0.2474,0.336,0.08,0.78,-0.73404,0.325
0.2572,0.342,0.048,0.78,-0.73403,0.3395
0.2709,0.346,0.064,0.78,-0.73401,0.357
0.2781,0.352,0.08,0.78,-0.73399,0.3745
0.29155,0.356,0.064,0.78,-0.73398,0.3865
0.301,0.362,0.08,0.78,-0.73396,0.402
0.3118,0.366,0.097,0.78,-0.73394,0.4155
0.3214,0.372,0.032,0.77,-0.73392,0.427
0.33285,0.378,0.08,0.77,-0.73391,0.4385
0.3437,0.384,0.129,0.77,-0.73389,0.4515
0.3527,0.388,0.129,0.77,-0.73387,0.468
0.36395,0.394,0.113,0.76,-0.73386,0.4745
0.37275,0.396,0.129,0.76,-0.73384,0.4565
0.384,0.398,0.145,0.75,-0.73382,0.501
0.3932,0.402,0.129,0.76,-0.73381,0.5105
0.403,0.406,0.177,0.75,-0.73379,0.52
0.412,0.408,0.145,0.75,-0.73377,0.5255
0.421,0.414,0.161,0.75,-0.73376,0.5395
0.42875,0.414,0.08,0.74,-0.73374,0.551
0.43795,0.418,0.161,0.74,-0.73372,0.558
0.44695,0.42,0.145,0.74,-0.73371,0.5685
0.4529,0.428,0.129,0.74,-0.73369,0.577
0.4623,0.43,0.129,0.73,-0.73367,0.587
0.46825,0.432,0.177,0.73,-0.73366,0.594
0.47745,0.436,0.129,0.72,-0.73364,0.6085
0.48315,0.434,0.193,0.72,-0.73362,0.614
0.4942,0.434,0.225,0.72,-0.7336,0.622
0.50135,0.44,0.193,0.71,-0.73359,0.6245
0.50645,0.444,0.177,0.7,-0.73357,0.634
0.51055,0.446,0.113,0.71,-0.73355,0.642
0.5179,0.45,0.129,0.69,-0.73354,0.6435
0.5222,0.452,0.161,0.67,-0.73352,0.65
0.5261,0.458,0.177,0.66,-0.7335,0.661
0.5314,0.458,0.129,0.64,-0.73349,0.6675
0.5412,0.468,0.161,0.59,-0.73347,0.672
0.5494,0.474,0.177,0.53,-0.73345,0.6705
0.55515,0.478,0.161,0.53,-0.73344,0.679
0.55635,0.484,0.145,0.49,-0.73342,0.6885
0.56125,0.486,0.113,0.5,-0.7334,0.697
0.56885,0.492,0.08,0.48,-0.73338,0.7025
0.5719,0.492,0.177,0.46,-0.73337,0.702
0.5776,0.496,0.145,0.45,-0.73335,0.7085
0.5809,0.496,0.129,0.42,-0.73333,0.701
0.5815,0.498,0.193,0.44,-0.73332,0.7075
0.5866,0.498,0.225,0.43,-0.7333,0.7155
0.5903,0.504,0.225,0.41,-0.73328,0.7065
0.5915,0.508,0.129,0.41,-0.73327,0.711
0.5913,0.508,0.209,0.38,-0.73325,0.715
0.59215,0.512,0.129,0.38,-0.73323,0.7185
0.59825,0.508,0.161,0.39,-0.73322,0.7215
0.5987,0.512,0.161,0.38,-0.7332,0.718
0.6005,0.514,0.193,0.4,-0.73318,0.7285
0.60195,0.508,0.161,0.4,-0.73316,0.73
0.604,0.516,0.225,0.39,-0.73315,0.7195
0.6042,0.52,0.241,0.39,-0.73313,0.7265
0.5991,0.516,0.193,0.39,-0.73311,0.7355
0.60255,0.516,0.177,0.4,-0.7331,0.7275
0.5997,0.516,0.177,0.39,-0.73308,0.7315
0.60155,0.522,0.177,0.4,-0.73306,0.7295
0.5993,0.526,0.225,0.39,-0.73305,0.7215
0.5991,0.52,0.225,0.39,-0.73303,0.724
0.596,0.516,0.161,0.38,-0.73301,0.7235
0.5958,0.514,0.241,0.38,-0.73299,0.722
0.59215,0.522,0.177,0.39,-0.73298,0.717
0.58925,0.524,0.209,0.36,-0.73296,0.716
0.58805,0.53,0.177,0.37,-0.73294,0.711
0.5858,0.526,0.129,0.36,-0.73293,0.71
0.58395,0.526,0.08,0.35,-0.73291,0.708
0.5815,0.526,0.129,0.36,-0.73289,0.704
0.576,0.522,0.193,0.35,-0.73288,0.7035
0.5719,0.524,0.161,0.35,-0.73286,0.6945
0.5682,0.522,0.209,0.35,-0.73284,0.694
0.5635,0.526,0.145,0.34,-0.73282,0.691
0.5582,0.526,0.161,0.33,-0.73281,0.6855
0.55615,0.524,0.257,0.33,-0.73279,0.6795
0.549,0.524,0.225,0.33,-0.73277,0.676
0.54595,0.53,0.193,0.33,-0.73276,0.667
0.5402,0.53,0.145,0.33,-0.73274,0.6605
0.53385,0.522,0.225,0.32,-0.73272,0.653
0.5306,0.514,0.241,0.33,-0.73271,0.6495
0.522,0.514,0.225,0.33,-0.73269,0.638
0.5167,0.506,0.161,0.33,-0.73267,0.631
0.5085,0.514,0.209,0.33,-0.73265,0.624
0.50095,0.512,0.241,0.33,-0.73264,0.6115
0.4934,0.51,0.225,0.33,-0.73262,0.602
0.48395,0.508,0.145,0.33,-0.7326,0.5915
0.4803,0.504,0.274,0.32,-0.73259,0.58
0.46845,0.504,0.241,0.32,-0.73257,0.5735
0.4613,0.504,0.225,0.32,-0.73255,0.563
0.4531,0.502,0.209,0.31,-0.73253,0.5525
0.4441,0.502,0.193,0.31,-0.73252,0.5415
0.4357,0.496,0.225,0.3,-0.7325,0.5325
0.42695,0.494,0.209,0.3,-0.73248,0.517
0.4165,0.496,0.225,0.31,-0.73247,0.5075
0.40895,0.482,0.177,0.32,-0.73245,0.4955
0.39955,0.486,0.257,0.32,-0.73243,0.48
0.38605,0.482,0.241,0.32,-0.73242,0.4695
0.3764,0.482,0.241,0.33,-0.7324,0.457
0.36745,0.482,0.193,0.32,-0.73238,0.443
0.35575,0.48,0.241,0.32,-0.73236,0.4285
0.347,0.474,0.177,0.33,-0.73235,0.413
0.3341,0.474,0.29,0.32,-0.73233,0.399
0.3251,0.466,0.225,0.34,-0.73231,0.384
0.31445,0.472,0.225,0.34,-0.7323,0.366
0.3012,0.466,0.161,0.33,-0.73228,0.352
0.29115,0.466,0.225,0.34,-0.73226,0.3355
0.2789,0.468,0.209,0.34,-0.73224,0.3205
0.26825,0.466,0.193,0.34,-0.73223,0.3055
0.2566,0.466,0.145,0.35,-0.73221,0.2885
0.24555,0.466,0.209,0.35,-0.73219,0.271
0.23515,0.462,0.161,0.35,-0.73218,0.2555
0.22285,0.458,0.193,0.37,-0.73216,0.239
0.21205,0.46,0.225,0.39,-0.73214,0.221
0.19955,0.448,0.29,0.39,-0.73212,0.206
0.18995,0.448,0.177,0.41,-0.73211,0.191
0.17975,0.45,0.161,0.42,-0.73209,0.1735
0.16785,0.446,0.193,0.43,-0.73207,0.157
0.15725,0.444,0.177,0.45,-0.73206,0.143
0.14845,0.442,0.225,0.45,-0.73204,0.127
0.13575,0.442,0.225,0.46,-0.73202,0.112
0.12655,0.438,0.193,0.47,-0.732,0.099
0.1466,0.284,0.097,0.84,-0.72926,0.18
0.15885,0.286,0.097,0.84,-0.72924,0.1955
0.1695,0.286,0.097,0.84,-0.72922,0.212
0.1787,0.29,0.113,0.83,-0.72921,0.2285
0.1881,0.294,0.145,0.83,-0.72919,0.2455
0.19935,0.296,0.097,0.83,-0.72917,0.2605
0.2098,0.296,0.08,0.83,-0.72915,0.2765
0.2192,0.3,0.145,0.82,-0.72913,0.2935
0.228,0.302,0.097,0.82,-0.72912,0.3095
0.24025,0.304,0.161,0.82,-0.7291,0.325
0.25435,0.308,0.129,0.81,-0.72908,0.3395
0.26295,0.31,0.145,0.81,-0.72906,0.355
0.27295,0.312,0.129,0.81,-0.72905,0.3695
0.28215,0.314,0.145,0.8,-0.72903,0.384
0.293,0.316,0.193,0.8,-0.72901,0.397
0.3032,0.318,0.161,0.8,-0.72899,0.4115
0.31405,0.32,0.177,0.79,-0.72898,0.426
0.3251,0.322,0.177,0.79,-0.72896,0.441
0.3349,0.324,0.145,0.79,-0.72894,0.4535
0.34635,0.326,0.225,0.78,-0.72892,0.4655
0.357,0.33,0.193,0.78,-0.72891,0.476
0.3656,0.334,0.145,0.78,-0.72889,0.4885
0.3756,0.338,0.177,0.77,-0.72887,0.5025
0.38705,0.342,0.145,0.76,-0.72885,0.517
0.39645,0.346,0.161,0.76,-0.72883,0.5265
0.4067,0.348,0.209,0.75,-0.72882,0.5405
0.4163,0.35,0.209,0.75,-0.7288,0.5515
0.4253,0.354,0.225,0.73,-0.72878,0.561
0.4339,0.358,0.225,0.72,-0.72876,0.57
0.44145,0.364,0.274,0.7,-0.72875,0.5835
0.44985,0.362,0.241,0.7,-0.72873,0.5915
0.4588,0.366,0.225,0.7,-0.72871,0.596
0.4672,0.372,0.241,0.68,-0.72869,0.599
0.47315,0.376,0.177,0.66,-0.72868,0.61
0.4809,0.382,0.177,0.66,-0.72866,0.6175
0.4887,0.382,0.193,0.65,-0.72864,0.6275
0.49295,0.39,0.225,0.63,-0.72862,0.635
0.5024,0.398,0.145,0.62,-0.7286,0.6435
0.50955,0.406,0.209,0.6,-0.72859,0.6495
0.5132,0.41,0.193,0.58,-0.72857,0.6575
0.522,0.414,0.274,0.55,-0.72855,0.663
0.5275,0.416,0.177,0.55,-0.72853,0.663
0.532,0.422,0.209,0.55,-0.72852,0.673
0.53775,0.43,0.161,0.55,-0.7285,0.6745
0.54265,0.434,0.241,0.53,-0.72848,0.6845
0.55165,0.438,0.225,0.53,-0.72846,0.686
0.5547,0.438,0.225,0.53,-0.72844,0.6925
0.559,0.446,0.257,0.52,-0.72843,0.6945
0.5639,0.444,0.29,0.52,-0.72841,0.701
0.5672,0.446,0.257,0.52,-0.72839,0.705
0.57025,0.452,0.225,0.51,-0.72837,0.707
0.57805,0.458,0.225,0.5,-0.72836,0.718
0.57865,0.458,0.306,0.5,-0.72834,0.7175
0.58355,0.464,0.29,0.5,-0.72832,0.7165
0.58885,0.472,0.241,0.49,-0.7283,0.709
0.5868,0.484,0.209,0.47,-0.72828,0.7095
0.58805,0.482,0.241,0.47,-0.72827,0.713
0.5909,0.482,0.241,0.47,-0.72825,0.709
0.59195,0.488,0.241,0.46,-0.72823,0.715
0.596,0.488,0.241,0.46,-0.72821,0.712
0.59355,0.492,0.193,0.46,-0.7282,0.7155
0.5946,0.498,0.257,0.45,-0.72818,0.7185
0.5997,0.496,0.209,0.45,-0.72816,0.72
0.5999,0.502,0.241,0.45,-0.72814,0.718
0.60115,0.504,0.177,0.44,-0.72812,0.717
0.6003,0.506,0.257,0.43,-0.72811,0.7205
0.6007,0.518,0.225,0.42,-0.72809,0.7105
0.596,0.516,0.257,0.42,-0.72807,0.7105
0.5956,0.518,0.209,0.42,-0.72805,0.7075
0.59645,0.524,0.177,0.42,-0.72804,0.7065
0.5952,0.528,0.209,0.4,-0.72802,0.7015
0.5864,0.526,0.29,0.41,-0.728,0.6985
0.58925,0.534,0.241,0.41,-0.72798,0.6925
0.58885,0.538,0.257,0.39,-0.72796,0.6855
0.58455,0.54,0.209,0.4,-0.72795,0.682
0.5807,0.542,0.241,0.39,-0.72793,0.6735
0.5768,0.55,0.161,0.39,-0.72791,0.6665
0.56925,0.558,0.177,0.37,-0.72789,0.6695
0.56965,0.556,0.193,0.37,-0.72788,0.6645
0.5629,0.558,0.113,0.36,-0.72786,0.6685
0.5668,0.564,0.225,0.37,-0.72784,0.6585
0.56105,0.56,0.177,0.36,-0.72782,0.6565
0.5621,0.568,0.177,0.38,-0.7278,0.6455
0.5545,0.568,0.161,0.37,-0.72779,0.6355
0.5437,0.572,0.161,0.36,-0.72777,0.6245
0.53345,0.57,0.193,0.36,-0.72775,0.6195
0.53365,0.578,0.209,0.35,-0.72773,0.619
0.5263,0.576,0.257,0.35,-0.72771,0.6055
0.51975,0.576,0.193,0.34,-0.7277,0.601
0.5128,0.586,0.161,0.35,-0.72768,0.599
0.51075,0.584,0.129,0.35,-0.72766,0.588
0.4997,0.588,0.193,0.33,-0.72764,0.5825
0.49275,0.594,0.177,0.34,-0.72763,0.578
0.48355,0.594,0.241,0.32,-0.72761,0.5715
0.47765,0.602,0.097,0.32,-0.72759,0.5635
0.47335,0.606,0.177,0.3,-0.72757,0.553
0.4623,0.608,0.177,0.3,-0.72755,0.548
0.4527,0.612,0.129,0.3,-0.72754,0.5375
0.4449,0.616,0.177,0.3,-0.72752,0.5255
0.43635,0.616,0.193,0.29,-0.7275,0.5105
0.422,0.622,0.113,0.27,-0.72748,0.503
0.41445,0.624,0.177,0.28,-0.72746,0.5
0.4083,0.622,0.177,0.26,-0.72745,0.478
0.394,0.626,0.129,0.27,-0.72743,0.471
0.3854,0.63,0.113,0.25,-0.72741,0.4545
0.37255,0.634,0.145,0.25,-0.72739,0.4435
0.3623,0.636,0.193,0.25,-0.72738,0.4305
0.35085,0.642,0.113,0.26,-0.72736,0.418
0.3396,0.636,0.225,0.25,-0.72734,0.4015
0.3288,0.638,0.161,0.25,-0.72732,0.3915
0.3196,0.646,0.209,0.25,-0.7273,0.3725
0.3073,0.644,0.209,0.24,-0.72729,0.3605
0.2969,0.64,0.145,0.24,-0.72727,0.351
0.29055,0.64,0.177,0.25,-0.72725,0.339
0.28075,0.642,0.257,0.25,-0.72723,0.328
0.2711,0.638,0.257,0.25,-0.72721,0.313
0.2609,0.642,0.177,0.25,-0.7272,0.2965
0.25335,0.64,0.306,0.25,-0.72718,0.281
0.23925,0.642,0.29,0.24,-0.72716,0.266
0.23025,0.638,0.306,0.24,-0.72714,0.2505
0.21835,0.634,0.274,0.24,-0.72712,0.238
0.2106,0.636,0.274,0.28,-0.72711,0.22
0.1973,0.596,0.225,0.35,-0.72709,0.204
0.18645,0.568,0.225,0.39,-0.72707,0.1935
0.18135,0.544,0.129,0.43,-0.72705,0.179
0.1685,0.53,0.209,0.45,-0.72703,0.165
0.1597,0.518,0.241,0.47,-0.72702,0.1435
0.14865,0.512,0.209,0.48,-0.727,0.1355
0.14025,0.504,0.177,0.5,-0.72698,0.1225
0.1286,0.498,0.225,0.5,-0.72696,0.109
0.1182,0.496,0.209,0.5,-0.72694,0.0965
0.14785,0.272,0,0.89,-0.72407,0.18
0.1605,0.272,0,0.89,-0.72405,0.195
0.1699,0.274,0.016,0.89,-0.72403,0.21
0.17995,0.274,0.016,0.89,-0.72401,0.2245
0.19075,0.276,0.032,0.89,-0.72399,0.241
0.2006,0.278,0.048,0.89,-0.72398,0.2555
0.2141,0.282,0.048,0.89,-0.72396,0.2715
0.2243,0.284,0.032,0.89,-0.72394,0.2855
0.2343,0.284,0.016,0.89,-0.72392,0.2995
0.24595,0.286,0.048,0.89,-0.7239,0.3155
0.25315,0.288,0.032,0.89,-0.72388,0.33
0.26725,0.288,0.048,0.89,-0.72387,0.347
0.2785,0.292,0.048,0.89,-0.72385,0.3635
0.2887,0.292,0.032,0.89,-0.72383,0.3775
0.2983,0.294,0.064,0.89,-0.72381,0.3915
0.30855,0.298,0.032,0.89,-0.72379,0.405
0.32,0.304,0.064,0.88,-0.72377,0.4165
0.3296,0.306,0.032,0.88,-0.72375,0.4315
0.34025,0.308,0.048,0.87,-0.72374,0.4425
0.34985,0.312,0.048,0.87,-0.72372,0.4595
0.35885,0.312,0.08,0.86,-0.7237,0.469
0.3709,0.316,0.08,0.86,-0.72368,0.481
0.38215,0.32,0.048,0.85,-0.72366,0.491
0.39035,0.324,0.048,0.84,-0.72364,0.503
0.3983,0.328,0.064,0.83,-0.72362,0.5105
0.41075,0.334,0.048,0.83,-0.72361,0.5215
0.41365,0.336,0.08,0.81,-0.72359,0.5385
0.4249,0.342,0.064,0.8,-0.72357,0.544
0.4345,0.348,0.048,0.78,-0.72355,0.55
0.4431,0.356,0.048,0.78,-0.72353,0.5635
0.4496,0.358,0.064,0.76,-0.72351,0.573
0.46045,0.364,0.032,0.74,-0.7235,0.579
0.4678,0.37,0.048,0.71,-0.72348,0.5875
0.47395,0.372,0.048,0.68,-0.72346,0.5945
0.4846,0.378,0.097,0.59,-0.72344,0.606
0.4895,0.39,0.113,0.55,-0.72342,0.6135
0.4946,0.398,0.113,0.52,-0.7234,0.6205
0.503,0.406,0.048,0.5,-0.72338,0.6255
0.5077,0.414,0.129,0.48,-0.72337,0.6375
0.5128,0.416,0.08,0.48,-0.72335,0.6485
0.5224,0.416,0.177,0.43,-0.72333,0.655
0.53,0.422,0.129,0.44,-0.72331,0.6675
0.54,0.426,0.129,0.43,-0.72329,0.6775
0.5437,0.426,0.129,0.43,-0.72327,0.6775
0.54775,0.432,0.08,0.42,-0.72325,0.687
0.55515,0.434,0.129,0.38,-0.72324,0.6935
0.5582,0.434,0.097,0.39,-0.72322,0.699
0.55065,0.44,0.113,0.39,-0.7232,0.7045
0.57005,0.442,0.113,0.39,-0.72318,0.7165
0.5762,0.438,0.145,0.37,-0.72316,0.7255
0.57005,0.444,0.129,0.37,-0.72314,0.747
0.5901,0.446,0.113,0.37,-0.72312,0.744
0.60095,0.456,0.097,0.37,-0.72311,0.7495
0.6005,0.464,0.097,0.34,-0.72309,0.736
0.5717,0.474,0.129,0.33,-0.72307,0.7415
0.6048,0.478,0.097,0.3,-0.72305,0.742
0.60645,0.478,0.113,0.31,-0.72303,0.743
0.6005,0.478,0.145,0.31,-0.72301,0.745
0.60275,0.48,0.161,0.3,-0.72299,0.7545
0.6128,0.482,0.129,0.31,-0.72298,0.757
0.60215,0.486,0.129,0.31,-0.72296,0.7555
0.6181,0.488,0.177,0.27,-0.72294,0.693
0.5942,0.484,0.145,0.25,-0.72292,0.751
0.6177,0.484,0.145,0.25,-0.7229,0.7435
0.6093,0.478,0.209,0.24,-0.72288,0.742
0.61195,0.476,0.145,0.23,-0.72286,0.7355
0.5725,0.476,0.193,0.26,-0.72285,0.7275
0.59825,0.476,0.177,0.25,-0.72283,0.7325
0.60095,0.468,0.145,0.26,-0.72281,0.734
0.60565,0.46,0.193,0.28,-0.72279,0.7275
0.6052,0.458,0.145,0.31,-0.72277,0.725
0.59685,0.454,0.161,0.32,-0.72275,0.7355
0.61135,0.45,0.209,0.34,-0.72273,0.7165
0.59825,0.442,0.193,0.35,-0.72272,0.7145
0.59685,0.442,0.193,0.34,-0.7227,0.7045
0.58885,0.446,0.177,0.36,-0.72268,0.7025
0.58745,0.446,0.161,0.38,-0.72266,0.7065
0.58415,0.446,0.177,0.38,-0.72264,0.7075
0.58805,0.444,0.145,0.41,-0.72262,0.697
0.5817,0.45,0.177,0.38,-0.7226,0.693
0.577,0.45,0.193,0.41,-0.72258,0.685
0.57395,0.444,0.177,0.42,-0.72257,0.6785
