G_POA_norm,air_temp_norm,wind_s_norm,humidity_norm,declination_norm,datenum,power_norm
0.2662000000,0.4180000000,0.1130000000,0.7800000000,-0.7675033449,737426.4375000000,0.6925000000
0.2960500000,0.4140000000,0.1450000000,0.8000000000,-0.7674942242,737426.4409722223,0.6615000000
0.4531000000,0.4100000000,0.0640000000,0.8200000000,-0.7674851004,737426.4444444445,0.1930000000
0.1734000000,0.4060000000,0.0160000000,0.8300000000,-0.7674759735,737426.4479166666,0.1585000000
0.1443500000,0.4040000000,0.0000000000,0.8400000000,-0.7674668435,737426.4513888889,0.0790000000
0.0771000000,0.4060000000,0.0480000000,0.8500000000,-0.7674577105,737426.4548611111,0.0820000000
0.0871000000,0.4060000000,0.0160000000,0.8500000000,-0.7674485744,737426.4583333334,0.0640000000
0.0726000000,0.4080000000,0.0000000000,0.8600000000,-0.7674394352,737426.4618055555,0.0910000000
0.0738000000,0.4100000000,0.0000000000,0.8700000000,-0.7674302929,737426.4652777778,0.1760000000
0.0969000000,0.4120000000,0.0000000000,0.8700000000,-0.7674211476,737426.4687500000,0.2965000000
0.1683000000,0.4120000000,0.0320000000,0.8800000000,-0.7674119992,737426.4722222223,0.3345000000
0.2733500000,0.4140000000,0.0320000000,0.9000000000,-0.7674028477,737426.4756944445,0.2475000000
0.1871000000,0.4140000000,0.0480000000,0.9100000000,-0.7673936932,737426.4791666666,0.2670000000
0.2214500000,0.4140000000,0.0320000000,0.9100000000,-0.7673845356,737426.4826388889,0.1405000000
0.1302500000,0.4140000000,0.0800000000,0.9200000000,-0.7673753749,737426.4861111111,0.0910000000
0.0944500000,0.4160000000,0.0320000000,0.9200000000,-0.7673662111,737426.4895833334,0.0400000000
0.0564500000,0.4160000000,0.0320000000,0.9300000000,-0.7673570443,737426.4930555555,0.0435000000
0.0566500000,0.4180000000,0.0000000000,0.9300000000,-0.7673478744,737426.4965277778,0.0370000000
0.0521500000,0.4220000000,0.0160000000,0.9300000000,-0.7673387014,737426.5000000000,0.0525000000
0.0452000000,0.4220000000,0.0320000000,0.9300000000,-0.7673295254,737426.5034722223,0.1585000000
0.0670500000,0.4240000000,0.0000000000,0.9300000000,-0.7673203462,737426.5069444445,0.3990000000
0.1599000000,0.4280000000,0.0160000000,0.9300000000,-0.7673111641,737426.5104166666,0.1760000000
0.1472000000,0.4320000000,0.0800000000,0.9200000000,-0.7673019788,737426.5138888889,0.1885000000
0.1218500000,0.4400000000,0.0320000000,0.9100000000,-0.7672927905,737426.5173611111,0.1580000000
0.1345500000,0.4480000000,0.0480000000,0.9000000000,-0.7672835991,737426.5208333334,0.1700000000
0.1239000000,0.4540000000,0.0160000000,0.8900000000,-0.7672744046,737426.5243055555,0.2255000000
0.1458000000,0.4560000000,0.0320000000,0.8600000000,-0.7672652070,737426.5277777778,0.2750000000
0.1871000000,0.4560000000,0.0970000000,0.8400000000,-0.7672560064,737426.5312500000,0.2290000000
0.1897500000,0.4540000000,0.0640000000,0.8400000000,-0.7672468027,737426.5347222223,0.3015000000
0.1719500000,0.4520000000,0.0000000000,0.8400000000,-0.7672375960,737426.5381944445,0.3270000000
0.2445500000,0.4480000000,0.0000000000,0.8500000000,-0.7672283861,737426.5416666666,0.4545000000
0.2852500000,0.4440000000,0.0480000000,0.8500000000,-0.7672191732,737426.5451388889,0.6160000000
0.3089500000,0.4400000000,0.0480000000,0.8600000000,-0.7672099572,737426.5486111111,0.8880000000
0.5404000000,0.4380000000,0.0800000000,0.8700000000,-0.7672007382,737426.5520833334,0.8740000000
0.7966000000,0.4360000000,0.1450000000,0.8700000000,-0.7671915161,737426.5555555555,0.8210000000
0.7455000000,0.4360000000,0.0320000000,0.8800000000,-0.7671822909,737426.5590277778,0.8120000000
0.7309500000,0.4340000000,0.0160000000,0.8800000000,-0.7671730626,737426.5625000000,0.7860000000
0.7581500000,0.4320000000,0.0970000000,0.8800000000,-0.7671638313,737426.5659722223,0.7970000000
0.7624500000,0.4300000000,0.0000000000,0.8900000000,-0.7671545969,737426.5694444445,0.3500000000
0.3144500000,0.4280000000,0.0160000000,0.8900000000,-0.7671453594,737426.5729166666,0.2935000000
0.2586500000,0.4280000000,0.0000000000,0.9000000000,-0.7671361189,737426.5763888889,0.3500000000
0.2766500000,0.4260000000,0.0480000000,0.9000000000,-0.7671268753,737426.5798611111,0.3130000000
0.2159000000,0.4260000000,0.0480000000,0.9000000000,-0.7671176286,737426.5833333334,0.3420000000
0.2893000000,0.4260000000,0.0160000000,0.9000000000,-0.7671083789,737426.5868055555,0.3375000000
0.2858500000,0.4300000000,0.0000000000,0.9100000000,-0.7670991260,737426.5902777778,0.8770000000
0.2770500000,0.4320000000,0.0000000000,0.9100000000,-0.7670898701,737426.5937500000,0.8810000000
0.7710500000,0.4320000000,0.0000000000,0.9200000000,-0.7670806112,737426.5972222223,0.2625000000
0.2333000000,0.4340000000,0.0000000000,0.9200000000,-0.7670713491,737426.6006944445,0.1750000000
0.1621500000,0.4340000000,0.0000000000,0.9200000000,-0.7670620840,737426.6041666666,0.1600000000
0.1104000000,0.4340000000,0.0000000000,0.9200000000,-0.7670528159,737426.6076388889,0.1885000000
0.1597000000,0.4320000000,0.0000000000,0.9200000000,-0.7670435446,737426.6111111111,0.1570000000
0.1425000000,0.4360000000,0.0000000000,0.9100000000,-0.7670342703,737426.6145833334,0.1030000000
0.0842500000,0.4420000000,0.0000000000,0.9000000000,-0.7670249929,737426.6180555555,0.1040000000
0.1036500000,0.4460000000,0.0160000000,0.8900000000,-0.7670157125,737426.6215277778,0.1095000000
0.0901500000,0.4520000000,0.0000000000,0.8800000000,-0.7670064289,737426.6250000000,0.1580000000
0.1149000000,0.4580000000,0.0160000000,0.8700000000,-0.7669971423,737426.6284722223,0.1515000000
0.1374000000,0.4680000000,0.0160000000,0.8400000000,-0.7669878527,737426.6319444445,0.0795000000
0.0852500000,0.4820000000,0.0160000000,0.8200000000,-0.7669785599,737426.6354166666,0.0475000000
0.0544000000,0.4940000000,0.0000000000,0.8000000000,-0.7669692641,737426.6388888889,0.0585000000
0.0634000000,0.5040000000,0.0320000000,0.7700000000,-0.7669599653,737426.6423611111,0.0660000000
0.0699500000,0.5120000000,0.0160000000,0.7300000000,-0.7669506633,737426.6458333334,0.0650000000
0.0760500000,0.5100000000,0.0000000000,0.7200000000,-0.7669413583,737426.6493055555,0.0395000000
0.0478500000,0.5140000000,0.0160000000,0.7300000000,-0.7669320502,737426.6527777778,0.0900000000
0.0646000000,0.5080000000,0.0000000000,0.7500000000,-0.7669227391,737426.6562500000,0.1135000000
0.0914000000,0.5080000000,0.0000000000,0.7500000000,-0.7669134248,737426.6597222223,0.1500000000
0.1034500000,0.5120000000,0.0000000000,0.7700000000,-0.7669041076,737426.6631944445,0.2440000000
0.1345500000,0.5060000000,0.0000000000,0.7800000000,-0.7668947872,737426.6666666666,0.5210000000
0.2811500000,0.5060000000,0.0000000000,0.8000000000,-0.7668854638,737426.6701388889,0.2455000000
0.1950500000,0.5040000000,0.0000000000,0.8000000000,-0.7668761373,737426.6736111111,0.1910000000
0.1613000000,0.5060000000,0.0000000000,0.8000000000,-0.7668668077,737426.6770833334,0.2695000000
0.1750000000,0.5020000000,0.0000000000,0.8000000000,-0.7668574751,737426.6805555555,0.1895000000
0.1611000000,0.4960000000,0.0000000000,0.8100000000,-0.7668481394,737426.6840277778,0.2015000000
0.1329000000,0.4820000000,0.0000000000,0.8200000000,-0.7668388006,737426.6875000000,0.3255000000
0.2040500000,0.4740000000,0.0000000000,0.8400000000,-0.7668294587,737426.6909722223,0.2300000000
0.1940500000,0.4720000000,0.0000000000,0.8500000000,-0.7668201138,737426.6944444445,0.1420000000
0.1294500000,0.4680000000,0.0000000000,0.8500000000,-0.7668107658,737426.6979166666,0.1180000000
0.1112500000,0.4620000000,0.0000000000,0.8600000000,-0.7668014148,737426.7013888889,0.0650000000
0.0726000000,0.4580000000,0.0000000000,0.8600000000,-0.7667920607,737426.7048611111,0.0910000000
0.0758500000,0.4560000000,0.0160000000,0.8700000000,-0.7667827035,737426.7083333334,0.1180000000
0.0944500000,0.4540000000,0.0000000000,0.8800000000,-0.7667733432,737426.7118055555,0.1140000000
0.1045000000,0.4540000000,0.0000000000,0.8800000000,-0.7667639799,737426.7152777778,0.1365000000
0.1038500000,0.4500000000,0.0000000000,0.8800000000,-0.7667546135,737426.7187500000,0.5045000000
0.1333000000,0.4480000000,0.0160000000,0.8800000000,-0.7667452440,737426.7222222223,0.3830000000
0.3022000000,0.4460000000,0.0000000000,0.8800000000,-0.7667358715,737426.7256944445,0.4715000000
0.2652000000,0.4440000000,0.0320000000,0.8900000000,-0.7667264959,737426.7291666666,0.1205000000
0.1143000000,0.4440000000,0.0000000000,0.8900000000,-0.7667171172,737426.7326388889,0.0730000000
0.0797500000,0.4440000000,0.0000000000,0.9000000000,-0.7667077355,737426.7361111111,0.1100000000
0.0613500000,0.4400000000,0.0000000000,0.9000000000,-0.7666983507,737426.7395833334,0.2635000000
0.1660500000,0.4360000000,0.0000000000,0.9100000000,-0.7666889628,737426.7430555555,0.2985000000
0.2310500000,0.4380000000,0.0000000000,0.9100000000,-0.7666795719,737426.7465277778,0.3305000000
0.2468000000,0.4380000000,0.0640000000,0.9100000000,-0.7666701779,737426.7500000000,0.1165000000
0.1106000000,0.4380000000,0.0000000000,0.9100000000,-0.7666607808,737426.7534722223,0.0615000000
0.0674500000,0.4400000000,0.0000000000,0.9100000000,-0.7666513807,737426.7569444445,0.0620000000
0.0722000000,0.4400000000,0.0320000000,0.9100000000,-0.7666419774,737426.7604166666,0.0670000000
0.0719500000,0.4360000000,0.0000000000,0.9100000000,-0.7666325712,737426.7638888889,0.1370000000
0.0744500000,0.4380000000,0.0320000000,0.9000000000,-0.7666231618,737426.7673611111,0.1290000000
0.1173500000,0.4420000000,0.0320000000,0.9000000000,-0.7666137494,737426.7708333334,0.0540000000
0.0654500000,0.4420000000,0.0320000000,0.8900000000,-0.7666043339,737426.7743055555,0.1195000000
0.0607500000,0.4420000000,0.0160000000,0.8900000000,-0.7665949154,737426.7777777778,0.0650000000
0.0615500000,0.4420000000,0.0640000000,0.8900000000,-0.7665854937,737426.7812500000,0.0495000000
0.0609500000,0.4400000000,0.0640000000,0.8900000000,-0.7665760691,737426.7847222223,0.0300000000
0.0470500000,0.4380000000,0.0640000000,0.8900000000,-0.7665666413,737426.7881944445,0.0250000000
0.1368000000,0.3980000000,0.0000000000,0.9300000000,-0.7650385602,737427.3368055555,0.1785000000
0.1574500000,0.3980000000,0.0000000000,0.9300000000,-0.7650286453,737427.3402777778,0.1325000000
0.1210500000,0.3980000000,0.0000000000,0.9300000000,-0.7650187275,737427.3437500000,0.1030000000
0.1004000000,0.4000000000,0.0000000000,0.9300000000,-0.7650088065,737427.3472222223,0.1310000000
0.0993500000,0.4000000000,0.0000000000,0.9400000000,-0.7649988825,737427.3506944445,0.1600000000
0.1247000000,0.4000000000,0.0000000000,0.9400000000,-0.7649889555,737427.3541666666,0.1600000000
0.1380000000,0.4020000000,0.0000000000,0.9400000000,-0.7649790254,737427.3576388889,0.1620000000
0.1382000000,0.4020000000,0.0000000000,0.9300000000,-0.7649690922,737427.3611111111,0.1805000000
0.1447500000,0.4020000000,0.0000000000,0.9400000000,-0.7649591560,737427.3645833334,0.1675000000
0.1494500000,0.4020000000,0.0000000000,0.9400000000,-0.7649492167,737427.3680555555,0.1215000000
0.1161500000,0.4040000000,0.0000000000,0.9400000000,-0.7649392743,737427.3715277778,0.1145000000
0.1104000000,0.4040000000,0.0000000000,0.9300000000,-0.7649293289,737427.3750000000,0.1145000000
0.1118500000,0.4040000000,0.0000000000,0.9300000000,-0.7649193805,737427.3784722223,0.1095000000
0.1077500000,0.4060000000,0.0160000000,0.9300000000,-0.7649094289,737427.3819444445,0.1030000000
0.1032500000,0.4080000000,0.0000000000,0.9300000000,-0.7648994743,737427.3854166666,0.1280000000
0.1020500000,0.4100000000,0.0000000000,0.9300000000,-0.7648895167,737427.3888888889,0.1420000000
0.1233000000,0.4120000000,0.0000000000,0.9300000000,-0.7648795560,737427.3923611111,0.1425000000
0.1323000000,0.4140000000,0.0000000000,0.9300000000,-0.7648695923,737427.3958333334,0.1540000000
0.1317000000,0.4140000000,0.0000000000,0.9300000000,-0.7648596254,737427.3993055555,0.1690000000
0.1439500000,0.4160000000,0.0000000000,0.9300000000,-0.7648496556,737427.4027777778,0.2090000000
0.1550000000,0.4180000000,0.0160000000,0.9300000000,-0.7648396826,737427.4062500000,0.2395000000
0.1909500000,0.4200000000,0.0000000000,0.9300000000,-0.7648297066,737427.4097222223,0.2090000000
0.1822000000,0.4220000000,0.0000000000,0.9300000000,-0.7648197276,737427.4131944445,0.1715000000
0.1560000000,0.4260000000,0.0000000000,0.9300000000,-0.7648097455,737427.4166666666,0.1695000000
0.1537500000,0.4240000000,0.0000000000,0.9200000000,-0.7647997603,737427.4201388889,0.1475000000
0.1362000000,0.4260000000,0.0000000000,0.9200000000,-0.7647897721,737427.4236111111,0.1800000000
0.1402500000,0.4260000000,0.0000000000,0.9200000000,-0.7647797808,737427.4270833334,0.1795000000
0.1599000000,0.4260000000,0.0000000000,0.9200000000,-0.7647697865,737427.4305555555,0.1575000000
0.1439500000,0.4280000000,0.0000000000,0.9200000000,-0.7647597891,737427.4340277778,0.1660000000
0.1409000000,0.4280000000,0.0000000000,0.9200000000,-0.7647497887,737427.4375000000,0.1640000000
0.1490500000,0.4260000000,0.0000000000,0.9200000000,-0.7647397852,737427.4409722223,0.1515000000
0.1411000000,0.4280000000,0.0000000000,0.9300000000,-0.7647297786,737427.4444444445,0.1315000000
0.1237000000,0.4300000000,0.0000000000,0.9300000000,-0.7647197690,737427.4479166666,0.0995000000
0.1010000000,0.4320000000,0.0000000000,0.9300000000,-0.7647097563,737427.4513888889,0.0870000000
0.0928500000,0.4320000000,0.0000000000,0.9200000000,-0.7646997405,737427.4548611111,0.0750000000
0.0826000000,0.4320000000,0.0000000000,0.9300000000,-0.7646897218,737427.4583333334,0.0440000000
0.0601000000,0.4340000000,0.0000000000,0.9200000000,-0.7646796999,737427.4618055555,0.0475000000
0.0564500000,0.4360000000,0.0000000000,0.9200000000,-0.7646696750,737427.4652777778,0.0885000000
0.0615500000,0.4360000000,0.0000000000,0.9200000000,-0.7646596470,737427.4687500000,0.0895000000
0.0899500000,0.4360000000,0.0000000000,0.9200000000,-0.7646496160,737427.4722222223,0.1210000000
0.0738000000,0.4380000000,0.0000000000,0.9300000000,-0.7646395819,737427.4756944445,0.1300000000
0.1151000000,0.4420000000,0.0000000000,0.9200000000,-0.7646295448,737427.4791666666,0.0690000000
0.0760500000,0.4420000000,0.0000000000,0.9200000000,-0.7646195046,737427.4826388889,0.0725000000
0.0769000000,0.4440000000,0.0000000000,0.9200000000,-0.7646094613,737427.4861111111,0.0425000000
0.0558000000,0.4460000000,0.0000000000,0.9200000000,-0.7645994150,737427.4895833334,0.0265000000
0.0429500000,0.4480000000,0.0000000000,0.9100000000,-0.7645893657,737427.4930555555,0.0240000000
0.0415000000,0.4500000000,0.0000000000,0.9100000000,-0.7645793133,737427.4965277778,0.0305000000
0.0423000000,0.4520000000,0.0000000000,0.9100000000,-0.7645692578,737427.5000000000,0.0315000000
0.0476500000,0.4540000000,0.0000000000,0.9100000000,-0.7645591993,737427.5034722223,0.0180000000
0.0374000000,0.4540000000,0.0000000000,0.9000000000,-0.7645491377,737427.5069444445,0.0390000000
0.0347500000,0.4560000000,0.0000000000,0.9000000000,-0.7645390730,737427.5104166666,0.0535000000
0.0593000000,0.4600000000,0.0000000000,0.9000000000,-0.7645290053,737427.5138888889,0.0800000000
0.0540000000,0.4600000000,0.0000000000,0.9000000000,-0.7645189346,737427.5173611111,0.0740000000
0.0754500000,0.4580000000,0.0000000000,0.9000000000,-0.7645088607,737427.5208333334,0.0560000000
0.0554000000,0.4620000000,0.0000000000,0.9000000000,-0.7644987839,737427.5243055555,0.0730000000
0.0658500000,0.4640000000,0.0000000000,0.9000000000,-0.7644887040,737427.5277777778,0.0645000000
0.0687000000,0.4640000000,0.0000000000,0.8900000000,-0.7644786210,737427.5312500000,0.0340000000
0.0484500000,0.4580000000,0.0000000000,0.8800000000,-0.7644685349,737427.5347222223,0.0190000000
0.0353500000,0.4460000000,0.0000000000,0.8800000000,-0.7644584458,737427.5381944445,0.0230000000
0.0392500000,0.4380000000,0.0000000000,0.8900000000,-0.7644483537,737427.5416666666,0.0280000000
0.0403000000,0.4340000000,0.0000000000,0.9000000000,-0.7644382585,737427.5451388889,0.0275000000
0.0403000000,0.4300000000,0.0000000000,0.9000000000,-0.7644281602,737427.5486111111,0.0685000000
0.0529500000,0.4280000000,0.0000000000,0.9100000000,-0.7644180589,737427.5520833334,0.0760000000
0.0677000000,0.4280000000,0.0000000000,0.9100000000,-0.7644079545,737427.5555555555,0.1195000000
0.0877000000,0.4280000000,0.0480000000,0.9100000000,-0.7643978471,737427.5590277778,0.1200000000
0.1034500000,0.4260000000,0.0000000000,0.9200000000,-0.7643877366,737427.5625000000,0.1080000000
0.0963000000,0.4260000000,0.0000000000,0.9200000000,-0.7643776231,737427.5659722223,0.0930000000
0.0846500000,0.4260000000,0.0000000000,0.9200000000,-0.7643675065,737427.5694444445,0.0855000000
0.0795500000,0.4260000000,0.0000000000,0.9200000000,-0.7643573868,737427.5729166666,0.0745000000
0.0728000000,0.4240000000,0.0000000000,0.9300000000,-0.7643472641,737427.5763888889,0.0665000000
0.0638000000,0.4260000000,0.0000000000,0.9300000000,-0.7643371384,737427.5798611111,0.0550000000
0.0607500000,0.4260000000,0.0000000000,0.9300000000,-0.7643270096,737427.5833333334,0.0805000000
0.0627500000,0.4260000000,0.0000000000,0.9300000000,-0.7643168777,737427.5868055555,0.1200000000
0.0879000000,0.4260000000,0.0000000000,0.9300000000,-0.7643067428,737427.5902777778,0.1810000000
0.1092000000,0.4260000000,0.0000000000,0.9300000000,-0.7642966048,737427.5937500000,0.3140000000
0.1531500000,0.4260000000,0.0000000000,0.9300000000,-0.7642864637,737427.5972222223,0.3740000000
0.2846000000,0.4260000000,0.0000000000,0.9400000000,-0.7642763196,737427.6006944445,0.5490000000
0.2778500000,0.4260000000,0.0000000000,0.9300000000,-0.7642661725,737427.6041666666,0.6095000000
0.3709000000,0.4260000000,0.0000000000,0.9400000000,-0.7642560223,737427.6076388889,0.6845000000
0.5275000000,0.4260000000,0.0000000000,0.9400000000,-0.7642458690,737427.6111111111,0.7280000000
0.5833500000,0.4260000000,0.0000000000,0.9400000000,-0.7642357127,737427.6145833334,0.7285000000
0.6236000000,0.4240000000,0.0000000000,0.9400000000,-0.7642255534,737427.6180555555,0.7650000000
0.5160500000,0.4240000000,0.0000000000,0.9400000000,-0.7642153910,737427.6215277778,0.7895000000
0.5862000000,0.4240000000,0.0000000000,0.9400000000,-0.7642052255,737427.6250000000,0.6925000000
0.3570000000,0.4220000000,0.0160000000,0.9400000000,-0.7641950570,737427.6284722223,0.6605000000
0.5940000000,0.4200000000,0.0000000000,0.9400000000,-0.7641848854,737427.6319444445,0.7155000000
0.6113500000,0.4160000000,0.0000000000,0.9400000000,-0.7641747107,737427.6354166666,0.7400000000
0.6269000000,0.4180000000,0.0000000000,0.9400000000,-0.7641645330,737427.6388888889,0.6740000000
0.6322000000,0.4180000000,0.0000000000,0.9400000000,-0.7641543523,737427.6423611111,0.6100000000
0.5533000000,0.4180000000,0.0320000000,0.9400000000,-0.7641441685,737427.6458333334,0.6745000000
0.5453000000,0.4180000000,0.0000000000,0.9400000000,-0.7641339816,737427.6493055555,0.6920000000
0.6160500000,0.4140000000,0.0160000000,0.9400000000,-0.7641237917,737427.6527777778,0.7615000000
0.6496000000,0.4140000000,0.0000000000,0.9400000000,-0.7641135988,737427.6562500000,0.4470000000
0.2157000000,0.4140000000,0.0000000000,0.9500000000,-0.7641034028,737427.6597222223,0.8125000000
0.3425000000,0.4160000000,0.0000000000,0.9500000000,-0.7640932037,737427.6631944445,0.6305000000
0.2110000000,0.4160000000,0.0000000000,0.9500000000,-0.7640830016,737427.6666666666,0.5960000000
0.5175000000,0.4180000000,0.0000000000,0.9500000000,-0.7640727964,737427.6701388889,0.5520000000
0.4862000000,0.4240000000,0.0000000000,0.9500000000,-0.7640625882,737427.6736111111,0.5400000000
0.4684500000,0.4260000000,0.0000000000,0.9500000000,-0.7640523769,737427.6770833334,0.5995000000
0.4813000000,0.4320000000,0.0000000000,0.9600000000,-0.7640421625,737427.6805555555,0.5950000000
0.5103500000,0.4360000000,0.0000000000,0.9600000000,-0.7640319451,737427.6840277778,0.5135000000
0.4441000000,0.4440000000,0.0000000000,0.9600000000,-0.7640217247,737427.6875000000,0.5865000000
0.4521000000,0.4540000000,0.0000000000,0.9600000000,-0.7640115012,737427.6909722223,0.3065000000
0.1584500000,0.4600000000,0.0000000000,0.9600000000,-0.7640012746,737427.6944444445,0.3565000000
0.3069000000,0.4660000000,0.0000000000,0.9500000000,-0.7639910450,737427.6979166666,0.4380000000
0.1944500000,0.4720000000,0.0000000000,0.9500000000,-0.7639808124,737427.7013888889,0.6065000000
0.4968500000,0.4740000000,0.0000000000,0.9300000000,-0.7639705767,737427.7048611111,0.4450000000
0.3778500000,0.4760000000,0.0000000000,0.9000000000,-0.7639603379,737427.7083333334,0.4620000000
0.3744000000,0.4800000000,0.0000000000,0.8900000000,-0.7639500961,737427.7118055555,0.1050000000
0.1145000000,0.4840000000,0.0000000000,0.8900000000,-0.7639398512,737427.7152777778,0.1050000000
0.1102000000,0.4920000000,0.0000000000,0.8700000000,-0.7639296033,737427.7187500000,0.1650000000
0.1114500000,0.4960000000,0.0000000000,0.8500000000,-0.7639193523,737427.7222222223,0.1390000000
0.1329000000,0.5020000000,0.0000000000,0.8400000000,-0.7639090983,737427.7256944445,0.1950000000
0.0940500000,0.5060000000,0.0000000000,0.8300000000,-0.7638988412,737427.7291666666,0.3565000000
0.1347500000,0.5060000000,0.0000000000,0.8200000000,-0.7638885811,737427.7326388889,0.1190000000
0.1163500000,0.5080000000,0.0000000000,0.8200000000,-0.7638783179,737427.7361111111,0.3780000000
0.0908000000,0.5080000000,0.0000000000,0.8200000000,-0.7638680516,737427.7395833334,0.2715000000
0.2539500000,0.5120000000,0.0000000000,0.8200000000,-0.7638577823,737427.7430555555,0.0930000000
0.0996000000,0.5180000000,0.0160000000,0.8100000000,-0.7638475100,737427.7465277778,0.0580000000
0.0726000000,0.5260000000,0.0000000000,0.7900000000,-0.7638372346,737427.7500000000,0.0775000000
0.0681000000,0.5300000000,0.0160000000,0.7800000000,-0.7638269561,737427.7534722223,0.0655000000
0.0742000000,0.5320000000,0.0160000000,0.7700000000,-0.7638166746,737427.7569444445,0.0450000000
0.0609500000,0.5260000000,0.0000000000,0.7900000000,-0.7638063901,737427.7604166666,0.0540000000
0.0562500000,0.5320000000,0.0000000000,0.7900000000,-0.7637961025,737427.7638888889,0.0225000000
0.0413000000,0.5420000000,0.0160000000,0.7700000000,-0.7637858118,737427.7673611111,0.0100000000
0.0278000000,0.5380000000,0.0000000000,0.7500000000,-0.7637755181,737427.7708333334,0.0115000000
0.0306500000,0.5360000000,0.0000000000,0.7600000000,-0.7637652213,737427.7743055555,0.0330000000
0.0331000000,0.5380000000,0.0000000000,0.7500000000,-0.7637549215,737427.7777777778,0.0560000000
0.0556000000,0.5420000000,0.0000000000,0.7400000000,-0.7637446187,737427.7812500000,0.1160000000
0.0717500000,0.5460000000,0.0000000000,0.7200000000,-0.7637343127,737427.7847222223,0.0945000000
0.0903500000,0.5500000000,0.0000000000,0.7100000000,-0.7637240038,737427.7881944445,0.0515000000
0.2122500000,0.2440000000,0.0000000000,0.8000000000,-0.7620568904,737428.3368055555,0.2750000000
0.2312500000,0.2460000000,0.0000000000,0.8000000000,-0.7620460969,737428.3402777778,0.3035000000
0.1556000000,0.2460000000,0.0000000000,0.8000000000,-0.7620353004,737428.3437500000,0.2785000000
0.2259500000,0.2480000000,0.0000000000,0.8000000000,-0.7620245008,737428.3472222223,0.2335000000
0.1985500000,0.2500000000,0.0000000000,0.8000000000,-0.7620136982,737428.3506944445,0.3245000000
0.1564000000,0.2520000000,0.0000000000,0.8000000000,-0.7620028926,737428.3541666666,0.3870000000
0.2776500000,0.2540000000,0.0000000000,0.7900000000,-0.7619920839,737428.3576388889,0.2795000000
0.1310500000,0.2580000000,0.0000000000,0.7900000000,-0.7619812721,737428.3611111111,0.3175000000
0.2351500000,0.2620000000,0.0000000000,0.7800000000,-0.7619704574,737428.3645833334,0.4140000000
0.3134500000,0.2660000000,0.0000000000,0.7800000000,-0.7619596395,737428.3680555555,0.3525000000
