G_POA_norm,air_temp_norm,wind_s_norm,humidity_norm,declination_norm,power_norm
0.75815,0.432,0.097,0.88,-0.76716,0.75815
0.76245,0.43,0,0.89,-0.76715,0.76245
0.31445,0.428,0.016,0.89,-0.76715,0.31445
0.25865,0.428,0,0.9,-0.76714,0.25865
0.27665,0.426,0.048,0.9,-0.76713,0.27665
0.2159,0.426,0.048,0.9,-0.76712,0.2159
0.2893,0.426,0.016,0.9,-0.76711,0.2893
0.28585,0.43,0,0.91,-0.7671,0.28585
0.27705,0.432,0,0.91,-0.76709,0.27705
0.77105,0.432,0,0.92,-0.76708,0.77105
0.2333,0.434,0,0.92,-0.76707,0.2333
0.16215,0.434,0,0.92,-0.76706,0.16215
0.1104,0.434,0,0.92,-0.76705,0.1104
0.1597,0.432,0,0.92,-0.76704,0.1597
0.1425,0.436,0,0.91,-0.76703,0.1425
0.08425,0.442,0,0.9,-0.76702,0.08425
0.10365,0.446,0.016,0.89,-0.76702,0.10365
0.09015,0.452,0,0.88,-0.76701,0.09015
0.1149,0.458,0.016,0.87,-0.767,0.1149
0.1374,0.468,0.016,0.84,-0.76699,0.1374
0.08525,0.482,0.016,0.82,-0.76698,0.08525
0.0544,0.494,0,0.8,-0.76697,0.0544
0.0634,0.504,0.032,0.77,-0.76696,0.0634
0.06995,0.512,0.016,0.73,-0.76695,0.06995
0.07605,0.51,0,0.72,-0.76694,0.07605
0.04785,0.514,0.016,0.73,-0.76693,0.04785
0.0646,0.508,0,0.75,-0.76692,0.0646
0.0914,0.508,0,0.75,-0.76691,0.0914
0.10345,0.512,0,0.77,-0.7669,0.10345
0.13455,0.506,0,0.78,-0.76689,0.13455
0.28115,0.506,0,0.8,-0.76689,0.28115
0.19505,0.504,0,0.8,-0.76688,0.19505
0.1613,0.506,0,0.8,-0.76687,0.1613
0.175,0.502,0,0.8,-0.76686,0.175
0.1611,0.496,0,0.81,-0.76685,0.1611
0.1329,0.482,0,0.82,-0.76684,0.1329
0.20405,0.474,0,0.84,-0.76683,0.20405
0.19405,0.472,0,0.85,-0.76682,0.19405
0.12945,0.468,0,0.85,-0.76681,0.12945
0.11125,0.462,0,0.86,-0.7668,0.11125
0.0726,0.458,0,0.86,-0.76679,0.0726
0.07585,0.456,0.016,0.87,-0.76678,0.07585
0.09445,0.454,0,0.88,-0.76677,0.09445
0.1045,0.454,0,0.88,-0.76676,0.1045
0.10385,0.45,0,0.88,-0.76675,0.10385
0.1333,0.448,0.016,0.88,-0.76675,0.1333
0.3022,0.446,0,0.88,-0.76674,0.3022
0.2652,0.444,0.032,0.89,-0.76673,0.2652
0.1143,0.444,0,0.89,-0.76672,0.1143
0.07975,0.444,0,0.9,-0.76671,0.07975
0.06135,0.44,0,0.9,-0.7667,0.06135
0.16605,0.436,0,0.91,-0.76669,0.16605
0.23105,0.438,0,0.91,-0.76668,0.23105
0.2468,0.438,0.064,0.91,-0.76667,0.2468
0.1106,0.438,0,0.91,-0.76666,0.1106
0.06745,0.44,0,0.91,-0.76665,0.06745
0.0722,0.44,0.032,0.91,-0.76664,0.0722
0.07195,0.436,0,0.91,-0.76663,0.07195
0.07445,0.438,0.032,0.9,-0.76662,0.07445
0.11735,0.442,0.032,0.9,-0.76661,0.11735
0.06545,0.442,0.032,0.89,-0.7666,0.06545
0.06075,0.442,0.016,0.89,-0.76659,0.06075
0.06155,0.442,0.064,0.89,-0.76659,0.06155
0.06095,0.44,0.064,0.89,-0.76658,0.06095
0.04705,0.438,0.064,0.89,-0.76657,0.04705
0.1368,0.398,0,0.93,-0.76504,0.1368
0.15745,0.398,0,0.93,-0.76503,0.15745
0.12105,0.398,0,0.93,-0.76502,0.12105
0.1004,0.4,0,0.93,-0.76501,0.1004
0.09935,0.4,0,0.94,-0.765,0.09935
0.1247,0.4,0,0.94,-0.76499,0.1247
0.138,0.402,0,0.94,-0.76498,0.138
0.1382,0.402,0,0.93,-0.76497,0.1382
0.14475,0.402,0,0.94,-0.76496,0.14475
0.14945,0.402,0,0.94,-0.76495,0.14945
0.11615,0.404,0,0.94,-0.76494,0.11615
0.1104,0.404,0,0.93,-0.76493,0.1104
0.11185,0.404,0,0.93,-0.76492,0.11185
0.10775,0.406,0.016,0.93,-0.76491,0.10775
0.10325,0.408,0,0.93,-0.7649,0.10325
0.10205,0.41,0,0.93,-0.76489,0.10205
0.1233,0.412,0,0.93,-0.76488,0.1233
0.1323,0.414,0,0.93,-0.76487,0.1323
0.1317,0.414,0,0.93,-0.76486,0.1317
0.14395,0.416,0,0.93,-0.76485,0.14395
0.155,0.418,0.016,0.93,-0.76484,0.155
0.19095,0.42,0,0.93,-0.76483,0.19095
0.1822,0.422,0,0.93,-0.76482,0.1822
0.156,0.426,0,0.93,-0.76481,0.156
0.15375,0.424,0,0.92,-0.7648,0.15375
0.1362,0.426,0,0.92,-0.76479,0.1362
0.14025,0.426,0,0.92,-0.76478,0.14025
0.1599,0.426,0,0.92,-0.76477,0.1599
0.14395,0.428,0,0.92,-0.76476,0.14395
0.1409,0.428,0,0.92,-0.76475,0.1409
0.14905,0.426,0,0.92,-0.76474,0.14905
0.1411,0.428,0,0.93,-0.76473,0.1411
0.1237,0.43,0,0.93,-0.76472,0.1237
0.101,0.432,0,0.93,-0.76471,0.101
0.09285,0.432,0,0.92,-0.7647,0.09285
0.0826,0.432,0,0.93,-0.76469,0.0826
0.0601,0.434,0,0.92,-0.76468,0.0601
0.05645,0.436,0,0.92,-0.76467,0.05645
0.06155,0.436,0,0.92,-0.76466,0.06155
0.08995,0.436,0,0.92,-0.76465,0.08995
0.0738,0.438,0,0.93,-0.76464,0.0738
0.1151,0.442,0,0.92,-0.76463,0.1151
0.07605,0.442,0,0.92,-0.76462,0.07605
0.0769,0.444,0,0.92,-0.76461,0.0769
0.0558,0.446,0,0.92,-0.7646,0.0558
0.04295,0.448,0,0.91,-0.76459,0.04295
0.0415,0.45,0,0.91,-0.76458,0.0415
0.0423,0.452,0,0.91,-0.76457,0.0423
0.04765,0.454,0,0.91,-0.76456,0.04765
0.0374,0.454,0,0.9,-0.76455,0.0374
0.03475,0.456,0,0.9,-0.76454,0.03475
0.0593,0.46,0,0.9,-0.76453,0.0593
0.054,0.46,0,0.9,-0.76452,0.054
0.07545,0.458,0,0.9,-0.76451,0.07545
0.0554,0.462,0,0.9,-0.7645,0.0554
0.06585,0.464,0,0.9,-0.76449,0.06585
0.0687,0.464,0,0.89,-0.76448,0.0687
0.04845,0.458,0,0.88,-0.76447,0.04845
0.03535,0.446,0,0.88,-0.76446,0.03535
0.03925,0.438,0,0.89,-0.76445,0.03925
0.0403,0.434,0,0.9,-0.76444,0.0403
0.0403,0.43,0,0.9,-0.76443,0.0403
0.05295,0.428,0,0.91,-0.76442,0.05295
0.0677,0.428,0,0.91,-0.76441,0.0677
0.0877,0.428,0.048,0.91,-0.7644,0.0877
0.10345,0.426,0,0.92,-0.76439,0.10345
0.0963,0.426,0,0.92,-0.76438,0.0963
0.08465,0.426,0,0.92,-0.76437,0.08465
0.07955,0.426,0,0.92,-0.76436,0.07955
0.0728,0.424,0,0.93,-0.76435,0.0728
0.0638,0.426,0,0.93,-0.76434,0.0638
0.06075,0.426,0,0.93,-0.76433,0.06075
0.06275,0.426,0,0.93,-0.76432,0.06275
0.0879,0.426,0,0.93,-0.76431,0.0879
0.1092,0.426,0,0.93,-0.7643,0.1092
0.15315,0.426,0,0.93,-0.76429,0.15315
0.2846,0.426,0,0.94,-0.76428,0.2846
0.27785,0.426,0,0.93,-0.76427,0.27785
0.3709,0.426,0,0.94,-0.76426,0.3709
0.5275,0.426,0,0.94,-0.76425,0.5275
0.58335,0.426,0,0.94,-0.76424,0.58335
0.6236,0.424,0,0.94,-0.76423,0.6236
0.51605,0.424,0,0.94,-0.76422,0.51605
0.5862,0.424,0,0.94,-0.76421,0.5862
0.357,0.422,0.016,0.94,-0.7642,0.357
0.594,0.42,0,0.94,-0.76418,0.594
0.61135,0.416,0,0.94,-0.76417,0.61135
0.6269,0.418,0,0.94,-0.76416,0.6269
0.6322,0.418,0,0.94,-0.76415,0.6322
0.5533,0.418,0.032,0.94,-0.76414,0.5533
0.5453,0.418,0,0.94,-0.76413,0.5453
0.61605,0.414,0.016,0.94,-0.76412,0.61605
0.6496,0.414,0,0.94,-0.76411,0.6496
0.2157,0.414,0,0.95,-0.7641,0.2157
0.3425,0.416,0,0.95,-0.76409,0.3425
0.211,0.416,0,0.95,-0.76408,0.211
0.5175,0.418,0,0.95,-0.76407,0.5175
0.4862,0.424,0,0.95,-0.76406,0.4862
0.46845,0.426,0,0.95,-0.76405,0.46845
0.4813,0.432,0,0.96,-0.76404,0.4813
0.51035,0.436,0,0.96,-0.76403,0.51035
0.4441,0.444,0,0.96,-0.76402,0.4441
0.4521,0.454,0,0.96,-0.76401,0.4521
0.15845,0.46,0,0.96,-0.764,0.15845
0.3069,0.466,0,0.95,-0.76399,0.3069
0.19445,0.472,0,0.95,-0.76398,0.19445
0.49685,0.474,0,0.93,-0.76397,0.49685
0.37785,0.476,0,0.9,-0.76396,0.37785
0.3744,0.48,0,0.89,-0.76395,0.3744
0.1145,0.484,0,0.89,-0.76394,0.1145
0.1102,0.492,0,0.87,-0.76393,0.1102
0.11145,0.496,0,0.85,-0.76392,0.11145
0.1329,0.502,0,0.84,-0.76391,0.1329
0.09405,0.506,0,0.83,-0.7639,0.09405
0.13475,0.506,0,0.82,-0.76389,0.13475
0.11635,0.508,0,0.82,-0.76388,0.11635
0.0908,0.508,0,0.82,-0.76387,0.0908
0.25395,0.512,0,0.82,-0.76386,0.25395
0.0996,0.518,0.016,0.81,-0.76385,0.0996
0.0726,0.526,0,0.79,-0.76384,0.0726
0.0681,0.53,0.016,0.78,-0.76383,0.0681
0.0742,0.532,0.016,0.77,-0.76382,0.0742
0.06095,0.526,0,0.79,-0.76381,0.06095
0.05625,0.532,0,0.79,-0.7638,0.05625
0.0413,0.542,0.016,0.77,-0.76379,0.0413
0.0278,0.538,0,0.75,-0.76378,0.0278
0.03065,0.536,0,0.76,-0.76377,0.03065
0.0331,0.538,0,0.75,-0.76375,0.0331
0.0556,0.542,0,0.74,-0.76374,0.0556
0.07175,0.546,0,0.72,-0.76373,0.07175
0.09035,0.55,0,0.71,-0.76372,0.09035
0.21225,0.244,0,0.8,-0.76206,0.21225
0.23125,0.246,0,0.8,-0.76205,0.23125
0.1556,0.246,0,0.8,-0.76204,0.1556
0.22595,0.248,0,0.8,-0.76202,0.22595
0.19855,0.25,0,0.8,-0.76201,0.19855
0.1564,0.252,0,0.8,-0.762,0.1564
0.27765,0.254,0,0.79,-0.76199,0.27765
0.13105,0.258,0,0.79,-0.76198,0.13105
0.23515,0.262,0,0.78,-0.76197,0.23515
0.31345,0.266,0,0.78,-0.76196,0.31345
0.1593,0.272,0,0.76,-0.76195,0.1593
0.3476,0.278,0,0.75,-0.76194,0.3476
0.34535,0.282,0,0.74,-0.76193,0.34535
0.2693,0.288,0,0.73,-0.76192,0.2693
0.23125,0.294,0,0.71,-0.76191,0.23125
0.24515,0.298,0.048,0.7,-0.76189,0.24515
0.41795,0.3,0.048,0.7,-0.76188,0.41795
0.4261,0.302,0.032,0.69,-0.76187,0.4261
0.39215,0.302,0.032,0.69,-0.76186,0.39215
0.4255,0.306,0,0.69,-0.76185,0.4255
0.50075,0.312,0.016,0.69,-0.76184,0.50075
0.467,0.318,0.032,0.67,-0.76183,0.467
0.4531,0.324,0,0.67,-0.76182,0.4531
0.4588,0.33,0,0.65,-0.76181,0.4588
0.4065,0.334,0,0.64,-0.7618,0.4065
0.23165,0.336,0.016,0.65,-0.76179,0.23165
0.4817,0.342,0,0.64,-0.76178,0.4817
0.48215,0.342,0.048,0.63,-0.76176,0.48215
0.4805,0.338,0,0.64,-0.76175,0.4805
0.4905,0.334,0,0.64,-0.76174,0.4905
0.47725,0.334,0,0.65,-0.76173,0.47725
0.4993,0.336,0,0.65,-0.76172,0.4993
0.5118,0.336,0,0.65,-0.76171,0.5118
0.53895,0.338,0,0.64,-0.7617,0.53895
0.53365,0.344,0.016,0.64,-0.76169,0.53365
0.5316,0.342,0.08,0.62,-0.76168,0.5316
0.5265,0.344,0,0.62,-0.76167,0.5265
0.53675,0.346,0.016,0.61,-0.76166,0.53675
0.5349,0.354,0,0.6,-0.76164,0.5349
0.54635,0.354,0.032,0.6,-0.76163,0.54635
0.559,0.36,0.048,0.6,-0.76162,0.559
0.57375,0.36,0.064,0.56,-0.76161,0.57375
0.4713,0.366,0,0.57,-0.7616,0.4713
0.5909,0.376,0.097,0.53,-0.76159,0.5909
0.59725,0.37,0.032,0.53,-0.76158,0.59725
0.58825,0.376,0.08,0.52,-0.76157,0.58825
0.5895,0.376,0,0.51,-0.76156,0.5895
0.59315,0.378,0.145,0.51,-0.76155,0.59315
0.5993,0.368,0.064,0.51,-0.76154,0.5993
0.6001,0.372,0.032,0.51,-0.76152,0.6001
0.6085,0.372,0.032,0.53,-0.76151,0.6085
0.62095,0.376,0.032,0.5,-0.7615,0.62095
0.6222,0.384,0.08,0.47,-0.76149,0.6222
0.63325,0.388,0.145,0.46,-0.76148,0.63325
0.6355,0.388,0.129,0.45,-0.76147,0.6355
0.63425,0.384,0.08,0.47,-0.76146,0.63425
0.63445,0.386,0.08,0.46,-0.76145,0.63445
0.6322,0.392,0.032,0.45,-0.76144,0.6322
0.6872,0.392,0.129,0.45,-0.76143,0.6872
0.64405,0.392,0,0.47,-0.76141,0.64405
0.63305,0.398,0.097,0.45,-0.7614,0.63305
0.6739,0.404,0.016,0.43,-0.76139,0.6739
0.68065,0.406,0.048,0.33,-0.76138,0.68065
0.6361,0.408,0.016,0.38,-0.76137,0.6361
0.6267,0.406,0.064,0.4,-0.76136,0.6267
0.62585,0.398,0.048,0.42,-0.76135,0.62585
0.6355,0.4,0.048,0.41,-0.76134,0.6355
0.61995,0.404,0.129,0.39,-0.76133,0.61995
0.622,0.402,0.032,0.42,-0.76132,0.622
0.61935,0.402,0,0.38,-0.76131,0.61935
0.61645,0.404,0.08,0.39,-0.76129,0.61645
0.6179,0.408,0.113,0.41,-0.76128,0.6179
0.6128,0.408,0.048,0.42,-0.76127,0.6128
0.61155,0.408,0.016,0.39,-0.76126,0.61155
0.61095,0.412,0,0.44,-0.76125,0.61095
0.60665,0.424,0.08,0.4,-0.76124,0.60665
0.605,0.428,0.064,0.33,-0.76123,0.605
0.6005,0.42,0.097,0.38,-0.76122,0.6005
0.5952,0.412,0.129,0.37,-0.76121,0.5952
0.59175,0.412,0.064,0.39,-0.76119,0.59175
0.58925,0.424,0.032,0.36,-0.76118,0.58925
0.5848,0.424,0,0.38,-0.76117,0.5848
0.57985,0.43,0.097,0.33,-0.76116,0.57985
0.5758,0.426,0.097,0.36,-0.76115,0.5758
0.5731,0.416,0.048,0.38,-0.76114,0.5731
0.56535,0.414,0,0.4,-0.76113,0.56535
0.558,0.424,0.064,0.37,-0.76112,0.558
0.5541,0.43,0.016,0.36,-0.76111,0.5541
0.5496,0.434,0.129,0.36,-0.7611,0.5496
0.54265,0.43,0.032,0.34,-0.76108,0.54265
0.5361,0.432,0.08,0.37,-0.76107,0.5361
0.52875,0.428,0.097,0.34,-0.76106,0.52875
0.5214,0.428,0.097,0.34,-0.76105,0.5214
0.5132,0.426,0,0.35,-0.76104,0.5132
0.5073,0.434,0.032,0.36,-0.76103,0.5073
0.4999,0.436,0.016,0.33,-0.76102,0.4999
0.49665,0.432,0.064,0.33,-0.76101,0.49665
0.4842,0.432,0.08,0.33,-0.761,0.4842
0.4764,0.428,0.064,0.34,-0.76098,0.4764
0.4707,0.436,0.016,0.35,-0.76097,0.4707
0.46495,0.436,0.032,0.34,-0.76096,0.46495
0.45575,0.436,0.016,0.38,-0.76095,0.45575
0.4447,0.442,0.016,0.36,-0.76094,0.4447
0.43285,0.442,0.032,0.34,-0.76093,0.43285
0.4261,0.432,0.032,0.36,-0.76092,0.4261
0.41875,0.43,0.016,0.35,-0.76091,0.41875
0.41345,0.436,0.016,0.33,-0.7609,0.41345
0.41015,0.434,0.097,0.35,-0.76088,0.41015
0.4034,0.426,0.032,0.35,-0.76087,0.4034
0.3989,0.42,0.08,0.36,-0.76086,0.3989
0.39545,0.422,0.129,0.35,-0.76085,0.39545
0.2648,0.418,0,0.36,-0.76084,0.2648
0.10265,0.422,0,0.37,-0.76083,0.10265
0.34575,0.426,0.048,0.35,-0.76082,0.34575
0.3331,0.424,0.032,0.35,-0.76081,0.3331
0.3386,0.424,0,0.38,-0.7608,0.3386
0.3468,0.426,0.048,0.35,-0.76078,0.3468
0.3198,0.424,0.032,0.35,-0.76077,0.3198
0.2889,0.424,0,0.36,-0.76076,0.2889
0.2697,0.426,0.032,0.37,-0.76075,0.2697
0.25925,0.422,0.016,0.39,-0.76074,0.25925
0.2435,0.422,0,0.38,-0.76073,0.2435
0.11105,0.422,0,0.38,-0.76072,0.11105
0.0732,0.426,0.032,0.4,-0.76071,0.0732
0.2204,0.416,0.064,0.4,-0.7607,0.2204
0.1922,0.416,0.032,0.41,-0.76068,0.1922
0.14495,0.414,0.064,0.44,-0.76067,0.14495
0.1652,0.408,0.113,0.42,-0.76066,0.1652
0.1546,0.406,0.08,0.4,-0.76065,0.1546
0.1409,0.404,0.064,0.42,-0.76064,0.1409
0.12985,0.404,0.016,0.4,-0.76063,0.12985
0.1595,0.276,0,0.76,-0.75882,0.1595
0.1687,0.276,0,0.76,-0.75881,0.1687
0.18015,0.278,0,0.77,-0.7588,0.18015
0.18915,0.28,0,0.77,-0.75879,0.18915
0.20015,0.284,0,0.77,-0.75878,0.20015
0.2108,0.286,0,0.78,-0.75876,0.2108
0.22,0.292,0,0.78,-0.75875,0.22
0.2345,0.296,0,0.77,-0.75874,0.2345
0.2415,0.302,0,0.77,-0.75873,0.2415
0.2519,0.306,0,0.76,-0.75872,0.2519
0.26295,0.308,0,0.75,-0.75871,0.26295
0.2752,0.314,0,0.75,-0.75869,0.2752
0.28585,0.316,0.032,0.73,-0.75868,0.28585
0.2969,0.316,0,0.73,-0.75867,0.2969
0.3067,0.318,0,0.72,-0.75866,0.3067
0.31915,0.322,0,0.71,-0.75865,0.31915
0.3294,0.326,0,0.71,-0.75864,0.3294
0.3394,0.328,0,0.71,-0.75862,0.3394
0.35105,0.334,0,0.69,-0.75861,0.35105
0.3623,0.338,0,0.69,-0.7586,0.3623
0.37315,0.344,0,0.68,-0.75859,0.37315
0.38315,0.352,0.016,0.62,-0.75858,0.38315
0.39505,0.362,0,0.57,-0.75857,0.39505
0.4024,0.37,0.016,0.54,-0.75855,0.4024
0.4126,0.374,0.048,0.51,-0.75854,0.4126
0.42345,0.38,0.161,0.46,-0.75853,0.42345
0.43325,0.384,0.129,0.46,-0.75852,0.43325
0.44245,0.388,0.097,0.45,-0.75851,0.44245
0.4527,0.388,0.016,0.44,-0.7585,0.4527
0.4623,0.394,0,0.45,-0.75848,0.4623
0.4707,0.398,0,0.45,-0.75847,0.4707
0.47845,0.402,0,0.45,-0.75846,0.47845
0.4891,0.402,0,0.45,-0.75845,0.4891
0.4938,0.404,0,0.45,-0.75844,0.4938
0.50155,0.408,0.064,0.41,-0.75842,0.50155
0.50955,0.412,0,0.42,-0.75841,0.50955
0.5173,0.416,0,0.4,-0.7584,0.5173
0.52405,0.426,0,0.4,-0.75839,0.52405
0.5304,0.428,0,0.39,-0.75838,0.5304
0.53835,0.432,0.048,0.38,-0.75837,0.53835
0.54205,0.438,0.032,0.37,-0.75835,0.54205
0.5488,0.44,0.016,0.37,-0.75834,0.5488
0.5547,0.448,0.032,0.36,-0.75833,0.5547
0.5582,0.452,0,0.35,-0.75832,0.5582
0.56435,0.456,0,0.35,-0.75831,0.56435
0.5666,0.456,0.016,0.35,-0.75829,0.5666
0.5731,0.448,0,0.34,-0.75828,0.5731
0.5766,0.45,0,0.34,-0.75827,0.5766
0.5807,0.454,0,0.34,-0.75826,0.5807
0.5864,0.458,0,0.34,-0.75825,0.5864
0.5895,0.466,0,0.34,-0.75824,0.5895
0.5944,0.476,0,0.33,-0.75822,0.5944
0.59705,0.472,0,0.33,-0.75821,0.59705
0.5999,0.462,0,0.33,-0.7582,0.5999
0.6046,0.462,0,0.35,-0.75819,0.6046
0.60605,0.464,0,0.33,-0.75818,0.60605
0.6083,0.462,0,0.33,-0.75816,0.6083
0.61015,0.476,0,0.33,-0.75815,0.61015
0.61095,0.486,0,0.32,-0.75814,0.61095
0.6134,0.492,0,0.31,-0.75813,0.6134
0.61465,0.498,0,0.31,-0.75812,0.61465
0.6175,0.498,0,0.3,-0.75811,0.6175
0.61665,0.5,0,0.31,-0.75809,0.61665
0.6181,0.486,0,0.32,-0.75808,0.6181
0.61935,0.484,0,0.32,-0.75807,0.61935
0.6179,0.482,0,0.33,-0.75806,0.6179
0.6183,0.494,0.016,0.35,-0.75805,0.6183
0.61605,0.502,0.032,0.34,-0.75803,0.61605
0.61565,0.504,0.064,0.32,-0.75802,0.61565
0.61525,0.502,0,0.33,-0.75801,0.61525
0.6136,0.508,0.016,0.32,-0.758,0.6136
0.6136,0.5,0,0.32,-0.75799,0.6136
0.6132,0.494,0.048,0.32,-0.75798,0.6132
0.61155,0.488,0.016,0.33,-0.75796,0.61155
0.61175,0.49,0,0.34,-0.75795,0.61175
0.60665,0.498,0,0.33,-0.75794,0.60665
0.60235,0.498,0,0.33,-0.75793,0.60235
0.5995,0.5,0.016,0.32,-0.75792,0.5995
0.5999,0.504,0.016,0.31,-0.7579,0.5999
0.59275,0.504,0.016,0.32,-0.75789,0.59275
0.58765,0.508,0,0.32,-0.75788,0.58765
0.5823,0.51,0.016,0.31,-0.75787,0.5823
0.57925,0.506,0,0.32,-0.75786,0.57925
0.57495,0.496,0.016,0.29,-0.75784,0.57495
0.56965,0.498,0,0.29,-0.75783,0.56965
0.56535,0.506,0,0.3,-0.75782,0.56535
0.559,0.508,0.016,0.28,-0.75781,0.559
0.55205,0.504,0,0.3,-0.7578,0.55205
0.5496,0.502,0.016,0.31,-0.75778,0.5496
0.53895,0.504,0,0.3,-0.75777,0.53895
0.532,0.504,0.016,0.3,-0.75776,0.532
0.5267,0.502,0,0.33,-0.75775,0.5267
0.51895,0.502,0.016,0.33,-0.75774,0.51895
0.51135,0.5,0,0.31,-0.75772,0.51135
0.5042,0.504,0,0.31,-0.75771,0.5042
0.49565,0.506,0,0.31,-0.7577,0.49565
0.48785,0.502,0,0.27,-0.75769,0.48785
0.4803,0.498,0,0.28,-0.75768,0.4803
0.4713,0.5,0,0.32,-0.75767,0.4713
0.4619,0.504,0,0.32,-0.75765,0.4619
0.4521,0.504,0,0.3,-0.75764,0.4521
0.4439,0.496,0.016,0.32,-0.75763,0.4439
0.43305,0.496,0.016,0.32,-0.75762,0.43305
0.42385,0.494,0,0.35,-0.75761,0.42385
0.41385,0.498,0.016,0.33,-0.75759,0.41385
0.4038,0.5,0.016,0.35,-0.75758,0.4038
0.3946,0.494,0.048,0.34,-0.75757,0.3946
0.38255,0.496,0.016,0.34,-0.75756,0.38255
0.3705,0.5,0,0.36,-0.75755,0.3705
0.35965,0.498,0.016,0.36,-0.75753,0.35965
0.35045,0.492,0,0.39,-0.75752,0.35045
0.3378,0.492,0.097,0.38,-0.75751,0.3378
0.3296,0.492,0,0.37,-0.7575,0.3296
0.3157,0.496,0.016,0.39,-0.75749,0.3157
0.30505,0.494,0,0.39,-0.75747,0.30505
0.29485,0.496,0.016,0.38,-0.75746,0.29485
0.28155,0.486,0,0.42,-0.75745,0.28155
0.2711,0.49,0,0.41,-0.75744,0.2711
0.2599,0.492,0.016,0.38,-0.75743,0.2599
0.2478,0.492,0.048,0.39,-0.75741,0.2478
0.2374,0.494,0.016,0.4,-0.7574,0.2374
0.22615,0.488,0.032,0.38,-0.75739,0.22615
0.21735,0.478,0.08,0.42,-0.75738,0.21735
0.2051,0.476,0,0.43,-0.75737,0.2051
0.19365,0.484,0,0.42,-0.75735,0.19365
0.18585,0.484,0,0.43,-0.75734,0.18585
