G_POA_norm,air_temp_norm,wind_s_norm,humidity_norm,declination_norm,power_norm
0.14945,0.638,0.113,0.69,-0.59944,0.14945
0.45045,0.638,0.097,0.69,-0.59941,0.45045
0.1842,0.638,0.016,0.7,-0.59938,0.1842
0.1558,0.65,0.161,0.68,-0.59935,0.1558
0.60115,0.646,0.097,0.68,-0.59932,0.60115
0.55245,0.652,0.08,0.68,-0.59929,0.55245
0.57555,0.652,0.097,0.67,-0.59925,0.57555
0.51425,0.656,0.064,0.66,-0.59922,0.51425
0.16725,0.656,0.048,0.67,-0.59919,0.16725
0.5349,0.664,0.016,0.66,-0.59916,0.5349
0.11675,0.668,0.064,0.65,-0.59913,0.11675
0.11775,0.672,0.129,0.63,-0.5991,0.11775
0.1975,0.676,0.113,0.62,-0.59907,0.1975
0.43695,0.672,0.113,0.62,-0.59904,0.43695
0.2004,0.674,0,0.62,-0.59901,0.2004
0.20385,0.682,0.113,0.59,-0.59897,0.20385
0.1787,0.682,0.113,0.6,-0.59894,0.1787
0.1321,0.682,0.032,0.6,-0.59891,0.1321
0.13595,0.678,0.08,0.61,-0.59888,0.13595
0.4165,0.674,0.064,0.62,-0.59885,0.4165
0.17255,0.67,0.032,0.63,-0.59882,0.17255
0.4404,0.674,0,0.63,-0.59879,0.4404
0.3928,0.676,0.048,0.63,-0.59876,0.3928
0.38215,0.676,0,0.64,-0.59873,0.38215
0.3341,0.686,0.016,0.63,-0.5987,0.3341
0.17725,0.686,0,0.63,-0.59866,0.17725
0.11165,0.688,0,0.61,-0.59863,0.11165
0.22145,0.464,0,0.76,-0.59319,0.22145
0.25295,0.466,0,0.76,-0.59316,0.25295
0.2881,0.468,0,0.75,-0.59313,0.2881
0.1601,0.47,0,0.75,-0.5931,0.1601
0.1505,0.474,0,0.76,-0.59306,0.1505
0.2241,0.476,0,0.76,-0.59303,0.2241
0.2476,0.476,0,0.76,-0.593,0.2476
0.25335,0.482,0,0.77,-0.59297,0.25335
0.2423,0.488,0.016,0.76,-0.59294,0.2423
0.28135,0.488,0,0.77,-0.59291,0.28135
0.29605,0.494,0,0.77,-0.59287,0.29605
0.3071,0.498,0,0.77,-0.59284,0.3071
0.28135,0.502,0.048,0.77,-0.59281,0.28135
0.35945,0.506,0,0.77,-0.59278,0.35945
0.32715,0.516,0,0.76,-0.59275,0.32715
0.3382,0.524,0.064,0.75,-0.59272,0.3382
0.4018,0.52,0.016,0.75,-0.59269,0.4018
0.4392,0.528,0.064,0.75,-0.59265,0.4392
0.4263,0.528,0.08,0.74,-0.59262,0.4263
0.39075,0.528,0.048,0.75,-0.59259,0.39075
0.40485,0.534,0,0.75,-0.59256,0.40485
0.43,0.536,0.032,0.74,-0.59253,0.43
0.50645,0.542,0,0.74,-0.5925,0.50645
0.32245,0.544,0.064,0.73,-0.59247,0.32245
0.52855,0.546,0.048,0.72,-0.59243,0.52855
0.4766,0.552,0.064,0.71,-0.5924,0.4766
0.3934,0.554,0.016,0.7,-0.59237,0.3934
0.5038,0.558,0.048,0.68,-0.59234,0.5038
0.56475,0.568,0.032,0.67,-0.59231,0.56475
0.47315,0.574,0,0.66,-0.59228,0.47315
0.53265,0.582,0,0.65,-0.59224,0.53265
0.54165,0.584,0.032,0.62,-0.59221,0.54165
0.59625,0.594,0.032,0.6,-0.59218,0.59625
0.53715,0.598,0,0.59,-0.59215,0.53715
0.62935,0.604,0.032,0.57,-0.59212,0.62935
0.62565,0.602,0.032,0.55,-0.59209,0.62565
0.58005,0.602,0,0.56,-0.59206,0.58005
0.53,0.61,0.064,0.55,-0.59202,0.53
0.59255,0.61,0.016,0.54,-0.59199,0.59255
0.4889,0.612,0.032,0.55,-0.59196,0.4889
0.62835,0.614,0.032,0.55,-0.59193,0.62835
0.64245,0.618,0.048,0.55,-0.5919,0.64245
0.68065,0.62,0.032,0.55,-0.59187,0.68065
0.22635,0.622,0.032,0.55,-0.59183,0.22635
0.66595,0.622,0.064,0.56,-0.5918,0.66595
0.412,0.624,0,0.55,-0.59177,0.412
0.59785,0.628,0.097,0.47,-0.59174,0.59785
0.6353,0.638,0.225,0.43,-0.59171,0.6353
0.60625,0.638,0.032,0.44,-0.59168,0.60625
0.5214,0.642,0.113,0.43,-0.59164,0.5214
0.59765,0.646,0.241,0.42,-0.59161,0.59765
0.5214,0.644,0.113,0.43,-0.59158,0.5214
0.49195,0.634,0.145,0.43,-0.59155,0.49195
0.6594,0.634,0.145,0.43,-0.59152,0.6594
0.59745,0.638,0.193,0.35,-0.59149,0.59745
0.6402,0.638,0.048,0.32,-0.59146,0.6402
0.56145,0.638,0.193,0.31,-0.59142,0.56145
0.678,0.638,0.209,0.32,-0.59139,0.678
0.4991,0.64,0.064,0.32,-0.59136,0.4991
0.7267,0.642,0.048,0.31,-0.59133,0.7267
0.577,0.646,0.08,0.3,-0.5913,0.577
0.4725,0.646,0.161,0.31,-0.59127,0.4725
0.68945,0.646,0.145,0.31,-0.59123,0.68945
0.6966,0.648,0.08,0.31,-0.5912,0.6966
0.687,0.652,0.129,0.3,-0.59117,0.687
0.66615,0.654,0.161,0.29,-0.59114,0.66615
0.6547,0.654,0.209,0.28,-0.59111,0.6547
0.6631,0.652,0.048,0.28,-0.59108,0.6631
0.6692,0.66,0.257,0.27,-0.59104,0.6692
0.6494,0.658,0.177,0.28,-0.59101,0.6494
0.63835,0.658,0.177,0.29,-0.59098,0.63835
0.62915,0.658,0.225,0.3,-0.59095,0.62915
0.62915,0.654,0.129,0.3,-0.59092,0.62915
0.62465,0.646,0.209,0.3,-0.59089,0.62465
0.61545,0.642,0.145,0.31,-0.59085,0.61545
0.6042,0.64,0.032,0.46,-0.59082,0.6042
0.6046,0.636,0.097,0.46,-0.59079,0.6046
0.60095,0.63,0.064,0.48,-0.59076,0.60095
0.5897,0.628,0.064,0.48,-0.59073,0.5897
0.57985,0.614,0.064,0.5,-0.5907,0.57985
0.5762,0.612,0.064,0.54,-0.59066,0.5762
0.57355,0.594,0.129,0.56,-0.59063,0.57355
0.56635,0.588,0.048,0.57,-0.5906,0.56635
0.5666,0.592,0.161,0.57,-0.59057,0.5666
0.56125,0.59,0.016,0.58,-0.59054,0.56125
0.5535,0.586,0.08,0.57,-0.59051,0.5535
0.54735,0.572,0.161,0.6,-0.59048,0.54735
0.53795,0.562,0.097,0.61,-0.59044,0.53795
0.53365,0.558,0.161,0.6,-0.59041,0.53365
0.52485,0.558,0.097,0.6,-0.59038,0.52485
0.5163,0.554,0.064,0.6,-0.59035,0.5163
0.5083,0.554,0.113,0.61,-0.59032,0.5083
0.49685,0.556,0.08,0.61,-0.59029,0.49685
0.486,0.548,0.048,0.62,-0.59025,0.486
0.47475,0.544,0.048,0.65,-0.59022,0.47475
0.4619,0.542,0.129,0.66,-0.59019,0.4619
0.45165,0.54,0.048,0.67,-0.59016,0.45165
0.43815,0.544,0.048,0.67,-0.59013,0.43815
0.43165,0.538,0.113,0.67,-0.5901,0.43165
0.41935,0.534,0.097,0.67,-0.59006,0.41935
0.4163,0.528,0.257,0.67,-0.59003,0.4163
0.40975,0.518,0.129,0.69,-0.59,0.40975
0.3985,0.52,0.161,0.67,-0.58997,0.3985
0.3932,0.516,0.225,0.65,-0.58994,0.3932
0.3789,0.508,0.257,0.66,-0.5899,0.3789
0.3668,0.502,0.177,0.67,-0.58987,0.3668
0.35415,0.502,0.129,0.66,-0.58984,0.35415
0.34535,0.498,0.306,0.66,-0.58981,0.34535
0.3286,0.492,0.209,0.68,-0.58978,0.3286
0.32635,0.484,0.306,0.69,-0.58975,0.32635
0.3163,0.478,0.209,0.7,-0.58971,0.3163
0.321,0.478,0.274,0.7,-0.58968,0.321
0.31365,0.476,0.129,0.7,-0.58965,0.31365
0.2975,0.47,0.225,0.69,-0.58962,0.2975
0.30795,0.47,0.225,0.7,-0.58959,0.30795
0.2744,0.468,0.225,0.7,-0.58956,0.2744
0.16645,0.464,0.161,0.71,-0.58952,0.16645
0.10285,0.458,0.257,0.72,-0.58949,0.10285
0.12225,0.452,0.145,0.73,-0.58946,0.12225
0.09795,0.45,0.274,0.73,-0.58943,0.09795
0.1427,0.414,0,0.87,-0.57471,0.1427
0.15235,0.416,0,0.87,-0.57468,0.15235
0.16625,0.416,0,0.86,-0.57464,0.16625
0.17725,0.418,0,0.86,-0.57461,0.17725
0.18465,0.418,0,0.86,-0.57458,0.18465
0.1977,0.418,0,0.86,-0.57455,0.1977
0.2102,0.418,0,0.86,-0.57451,0.2102
0.22185,0.418,0,0.85,-0.57448,0.22185
0.2329,0.42,0,0.85,-0.57445,0.2329
0.24515,0.422,0,0.85,-0.57442,0.24515
0.2574,0.424,0,0.84,-0.57438,0.2574
0.26825,0.424,0,0.84,-0.57435,0.26825
0.2803,0.426,0,0.83,-0.57432,0.2803
0.294,0.428,0,0.83,-0.57428,0.294
0.30405,0.43,0,0.82,-0.57425,0.30405
0.31425,0.434,0,0.81,-0.57422,0.31425
0.3261,0.436,0,0.81,-0.57419,0.3261
0.33715,0.44,0.032,0.78,-0.57415,0.33715
0.3488,0.446,0,0.77,-0.57412,0.3488
0.3619,0.448,0,0.76,-0.57409,0.3619
0.37415,0.45,0.08,0.74,-0.57406,0.37415
0.38215,0.454,0.145,0.72,-0.57402,0.38215
0.3934,0.454,0.016,0.73,-0.57399,0.3934
0.4026,0.452,0.064,0.71,-0.57396,0.4026
0.41485,0.454,0.032,0.72,-0.57392,0.41485
0.4249,0.456,0.016,0.7,-0.57389,0.4249
0.43635,0.458,0.016,0.68,-0.57386,0.43635
0.4451,0.458,0.064,0.65,-0.57383,0.4451
0.4541,0.464,0.048,0.65,-0.57379,0.4541
0.46415,0.466,0.08,0.64,-0.57376,0.46415
0.4713,0.464,0.129,0.61,-0.57373,0.4713
0.48275,0.464,0.064,0.59,-0.5737,0.48275
0.49115,0.464,0.145,0.58,-0.57366,0.49115
0.50095,0.464,0.113,0.6,-0.57363,0.50095
0.50665,0.464,0.016,0.6,-0.5736,0.50665
0.5134,0.466,0.032,0.61,-0.57356,0.5134
0.52305,0.468,0.097,0.56,-0.57353,0.52305
0.5302,0.468,0.032,0.58,-0.5735,0.5302
0.5402,0.468,0.08,0.55,-0.57347,0.5402
0.54775,0.468,0.016,0.56,-0.57343,0.54775
0.5541,0.468,0.032,0.57,-0.5734,0.5541
0.56145,0.47,0.032,0.57,-0.57337,0.56145
0.5629,0.468,0.048,0.58,-0.57334,0.5629
0.5717,0.468,0,0.58,-0.5733,0.5717
0.5774,0.476,0.064,0.59,-0.57327,0.5774
0.58315,0.478,0.048,0.57,-0.57324,0.58315
0.5907,0.476,0.016,0.59,-0.5732,0.5907
0.59805,0.478,0.032,0.59,-0.57317,0.59805
0.5995,0.476,0.064,0.58,-0.57314,0.5995
0.60625,0.476,0.032,0.59,-0.57311,0.60625
0.6083,0.478,0.016,0.56,-0.57307,0.6083
0.6132,0.486,0,0.55,-0.57304,0.6132
0.6175,0.482,0.032,0.55,-0.57301,0.6175
0.6226,0.482,0.08,0.55,-0.57297,0.6226
0.62975,0.476,0.097,0.56,-0.57294,0.62975
0.6324,0.472,0.129,0.51,-0.57291,0.6324
0.63285,0.478,0.08,0.51,-0.57288,0.63285
0.63035,0.478,0.064,0.5,-0.57284,0.63035
0.6326,0.486,0.064,0.47,-0.57281,0.6326
0.63035,0.484,0.113,0.46,-0.57278,0.63035
0.63385,0.484,0.048,0.46,-0.57275,0.63385
0.63835,0.484,0.161,0.46,-0.57271,0.63835
0.63775,0.488,0.08,0.44,-0.57268,0.63775
0.6353,0.488,0.097,0.43,-0.57265,0.6353
0.63425,0.492,0,0.43,-0.57261,0.63425
0.63795,0.492,0.145,0.43,-0.57258,0.63795
0.6408,0.488,0.129,0.42,-0.57255,0.6408
0.63795,0.494,0.129,0.42,-0.57252,0.63795
0.6412,0.496,0.016,0.43,-0.57248,0.6412
0.6418,0.494,0.129,0.43,-0.57245,0.6418
0.6461,0.492,0.129,0.43,-0.57242,0.6461
0.6406,0.486,0.145,0.44,-0.57238,0.6406
0.64245,0.482,0.048,0.47,-0.57235,0.64245
0.63935,0.484,0.113,0.44,-0.57232,0.63935
0.6316,0.482,0.016,0.47,-0.57229,0.6316
0.6318,0.484,0.08,0.48,-0.57225,0.6318
0.63015,0.478,0.032,0.5,-0.57222,0.63015
0.62425,0.484,0.113,0.48,-0.57219,0.62425
0.6232,0.486,0.064,0.48,-0.57215,0.6232
0.6132,0.484,0.08,0.5,-0.57212,0.6132
0.61645,0.482,0.08,0.5,-0.57209,0.61645
0.61545,0.484,0.097,0.52,-0.57206,0.61545
0.61195,0.488,0.016,0.53,-0.57202,0.61195
0.6079,0.486,0,0.53,-0.57199,0.6079
0.6038,0.486,0.048,0.52,-0.57196,0.6038
0.59745,0.476,0.097,0.55,-0.57192,0.59745
0.5907,0.476,0,0.56,-0.57189,0.5907
0.586,0.476,0.016,0.58,-0.57186,0.586
0.58275,0.474,0.032,0.57,-0.57183,0.58275
0.5758,0.478,0.064,0.54,-0.57179,0.5758
0.56905,0.482,0.113,0.53,-0.57176,0.56905
0.5619,0.48,0,0.56,-0.57173,0.5619
0.55575,0.486,0.016,0.52,-0.57169,0.55575
0.5484,0.482,0.016,0.54,-0.57166,0.5484
0.5398,0.486,0,0.54,-0.57163,0.5398
0.5347,0.484,0,0.56,-0.5716,0.5347
0.52345,0.482,0.016,0.55,-0.57156,0.52345
0.51875,0.478,0,0.54,-0.57153,0.51875
0.5087,0.476,0.048,0.54,-0.5715,0.5087
0.503,0.478,0.016,0.56,-0.57146,0.503
0.4936,0.484,0,0.54,-0.57143,0.4936
0.48395,0.482,0.016,0.54,-0.5714,0.48395
0.47315,0.482,0.016,0.52,-0.57137,0.47315
0.467,0.478,0,0.54,-0.57133,0.467
0.45455,0.482,0,0.54,-0.5713,0.45455
0.4445,0.486,0,0.54,-0.57127,0.4445
0.43635,0.486,0.016,0.54,-0.57123,0.43635
0.4247,0.482,0,0.53,-0.5712,0.4247
0.4114,0.48,0,0.47,-0.57117,0.4114
0.39955,0.478,0,0.49,-0.57113,0.39955
0.38765,0.478,0.016,0.51,-0.5711,0.38765
0.3791,0.478,0,0.52,-0.57107,0.3791
0.3664,0.476,0.048,0.48,-0.57104,0.3664
0.3535,0.472,0,0.51,-0.571,0.3535
0.34125,0.47,0.016,0.51,-0.57097,0.34125
0.32715,0.472,0,0.52,-0.57094,0.32715
0.3167,0.47,0,0.52,-0.5709,0.3167
0.30405,0.472,0,0.51,-0.57087,0.30405
0.28955,0.474,0.032,0.51,-0.57084,0.28955
0.2791,0.472,0.016,0.51,-0.57081,0.2791
0.26705,0.474,0,0.52,-0.57077,0.26705
0.25515,0.474,0.032,0.49,-0.57074,0.25515
0.24025,0.468,0,0.53,-0.57071,0.24025
0.2298,0.468,0.016,0.51,-0.57067,0.2298
0.21365,0.468,0,0.51,-0.57064,0.21365
0.2018,0.468,0.032,0.5,-0.57061,0.2018
0.18935,0.464,0.016,0.55,-0.57058,0.18935
0.1793,0.458,0.016,0.58,-0.57054,0.1793
0.1642,0.454,0,0.57,-0.57051,0.1642
0.1548,0.454,0,0.58,-0.57048,0.1548
0.1425,0.458,0.048,0.6,-0.57044,0.1425
0.1413,0.344,0.129,0.67,-0.56521,0.1413
0.06095,0.344,0.113,0.68,-0.56518,0.06095
0.07075,0.344,0.113,0.68,-0.56515,0.07075
0.1879,0.344,0.032,0.68,-0.56511,0.1879
0.21305,0.342,0.209,0.67,-0.56508,0.21305
0.22205,0.34,0.161,0.66,-0.56505,0.22205
0.2415,0.338,0.113,0.66,-0.56501,0.2415
0.174,0.338,0.064,0.65,-0.56498,0.174
0.27745,0.338,0.161,0.63,-0.56495,0.27745
0.25825,0.336,0.193,0.61,-0.56491,0.25825
0.2611,0.336,0.08,0.61,-0.56488,0.2611
0.2785,0.336,0.193,0.58,-0.56485,0.2785
0.3204,0.34,0.145,0.59,-0.56481,0.3204
0.3934,0.344,0.193,0.63,-0.56478,0.3934
0.394,0.344,0.193,0.64,-0.56475,0.394
0.1971,0.346,0.145,0.65,-0.56471,0.1971
0.33225,0.346,0.08,0.62,-0.56468,0.33225
0.41405,0.348,0.161,0.6,-0.56465,0.41405
0.4175,0.352,0.257,0.6,-0.56461,0.4175
0.4263,0.35,0.257,0.59,-0.56458,0.4263
0.45655,0.348,0.113,0.59,-0.56455,0.45655
0.439,0.342,0.097,0.6,-0.56451,0.439
0.4672,0.342,0.161,0.62,-0.56448,0.4672
0.43145,0.346,0.161,0.6,-0.56445,0.43145
0.44,0.354,0.08,0.59,-0.56441,0.44
0.46395,0.36,0.016,0.59,-0.56438,0.46395
0.46435,0.362,0.161,0.6,-0.56435,0.46435
0.2474,0.354,0.145,0.6,-0.56431,0.2474
0.2116,0.358,0.177,0.57,-0.56428,0.2116
0.66615,0.358,0.129,0.55,-0.56425,0.66615
0.36315,0.356,0.064,0.56,-0.56421,0.36315
0.2709,0.358,0.193,0.56,-0.56418,0.2709
0.28235,0.362,0.193,0.57,-0.56415,0.28235
0.6081,0.358,0.177,0.59,-0.56411,0.6081
0.6443,0.358,0.193,0.61,-0.56408,0.6443
0.5958,0.354,0.064,0.64,-0.56405,0.5958
0.63505,0.356,0.274,0.63,-0.56401,0.63505
0.5993,0.354,0.097,0.62,-0.56398,0.5993
0.73815,0.354,0.274,0.59,-0.56395,0.73815
0.70825,0.348,0.274,0.58,-0.56391,0.70825
0.7097,0.348,0.241,0.57,-0.56388,0.7097
0.61665,0.354,0.274,0.56,-0.56385,0.61665
0.30955,0.364,0.241,0.56,-0.56381,0.30955
0.77145,0.356,0.29,0.55,-0.56378,0.77145
0.7471,0.358,0.193,0.55,-0.56375,0.7471
0.78125,0.358,0.161,0.53,-0.56371,0.78125
0.338,0.358,0.241,0.55,-0.56368,0.338
0.3652,0.354,0.209,0.59,-0.56365,0.3652
0.3304,0.352,0.161,0.61,-0.56361,0.3304
0.6052,0.356,0.257,0.6,-0.56358,0.6052
0.35375,0.352,0.113,0.6,-0.56355,0.35375
0.79455,0.354,0.08,0.58,-0.56351,0.79455
0.75735,0.354,0.129,0.57,-0.56348,0.75735
0.79885,0.356,0.113,0.58,-0.56345,0.79885
0.8091,0.358,0.209,0.56,-0.56341,0.8091
0.2981,0.362,0.257,0.55,-0.56338,0.2981
0.78415,0.366,0.209,0.54,-0.56335,0.78415
0.3208,0.362,0.097,0.54,-0.56331,0.3208
0.5122,0.368,0.193,0.54,-0.56328,0.5122
0.80705,0.364,0.129,0.54,-0.56325,0.80705
0.36825,0.356,0.209,0.55,-0.56321,0.36825
0.81745,0.36,0.129,0.55,-0.56318,0.81745
0.4715,0.358,0.177,0.55,-0.56314,0.4715
0.4302,0.358,0.08,0.57,-0.56311,0.4302
0.30525,0.364,0.241,0.55,-0.56308,0.30525
0.3196,0.372,0.032,0.56,-0.56304,0.3196
0.8099,0.368,0.241,0.57,-0.56301,0.8099
0.4668,0.362,0.145,0.57,-0.56298,0.4668
0.30875,0.364,0.241,0.58,-0.56294,0.30875
0.2601,0.362,0.145,0.58,-0.56291,0.2601
0.4208,0.358,0.177,0.56,-0.56288,0.4208
0.26725,0.364,0.241,0.56,-0.56284,0.26725
0.7958,0.366,0.209,0.56,-0.56281,0.7958
0.67065,0.362,0.177,0.56,-0.56278,0.67065
0.7911,0.366,0.161,0.55,-0.56274,0.7911
0.80315,0.366,0.177,0.54,-0.56271,0.80315
0.4343,0.37,0.161,0.53,-0.56268,0.4343
0.80435,0.364,0.225,0.56,-0.56264,0.80435
0.78885,0.364,0.097,0.57,-0.56261,0.78885
0.79455,0.378,0.129,0.55,-0.56258,0.79455
0.80685,0.374,0.064,0.53,-0.56254,0.80685
0.806,0.366,0.209,0.55,-0.56251,0.806
0.7958,0.37,0.177,0.56,-0.56248,0.7958
0.76285,0.37,0.129,0.56,-0.56244,0.76285
0.7655,0.364,0.064,0.59,-0.56241,0.7655
0.69335,0.366,0.129,0.59,-0.56238,0.69335
0.6782,0.362,0.161,0.58,-0.56234,0.6782
0.7543,0.364,0.129,0.59,-0.56231,0.7543
0.78045,0.366,0.064,0.59,-0.56228,0.78045
0.6672,0.366,0.145,0.57,-0.56224,0.6672
0.558,0.366,0.032,0.57,-0.56221,0.558
0.69705,0.368,0.113,0.56,-0.56218,0.69705
0.7418,0.378,0.097,0.54,-0.56214,0.7418
0.75715,0.372,0.225,0.54,-0.56211,0.75715
0.6169,0.374,0.177,0.55,-0.56208,0.6169
0.61115,0.378,0.048,0.56,-0.56204,0.61115
0.6312,0.386,0.113,0.54,-0.56201,0.6312
0.6678,0.384,0.145,0.57,-0.56197,0.6678
0.6737,0.368,0.193,0.56,-0.56194,0.6737
0.59275,0.376,0.145,0.56,-0.56191,0.59275
0.55635,0.388,0.145,0.56,-0.56187,0.55635
0.52855,0.386,0.145,0.56,-0.56184,0.52855
0.54675,0.376,0.241,0.56,-0.56181,0.54675
0.56435,0.378,0.209,0.56,-0.56177,0.56435
0.61975,0.374,0.209,0.55,-0.56174,0.61975
0.5991,0.372,0.113,0.55,-0.56171,0.5991
0.504,0.38,0.097,0.55,-0.56167,0.504
0.15805,0.378,0.209,0.54,-0.56164,0.15805
0.53325,0.376,0.129,0.55,-0.56161,0.53325
0.5269,0.372,0.209,0.56,-0.56157,0.5269
0.4799,0.366,0.145,0.54,-0.56154,0.4799
0.2887,0.364,0.08,0.56,-0.56151,0.2887
0.4719,0.364,0.145,0.59,-0.56147,0.4719
0.16195,0.366,0.145,0.57,-0.56144,0.16195
0.1971,0.372,0.241,0.54,-0.56141,0.1971
0.2104,0.378,0.193,0.55,-0.56137,0.2104
0.38115,0.374,0.097,0.55,-0.56134,0.38115
0.23005,0.38,0.08,0.56,-0.5613,0.23005
0.15295,0.372,0.048,0.57,-0.56127,0.15295
0.2057,0.376,0.032,0.54,-0.56124,0.2057
0.32655,0.374,0.177,0.53,-0.5612,0.32655
0.1002,0.376,0.161,0.54,-0.56117,0.1002
0.2603,0.376,0.145,0.54,-0.56114,0.2603
0.12045,0.372,0.193,0.56,-0.5611,0.12045
0.16685,0.368,0.113,0.58,-0.56107,0.16685
0.23205,0.368,0.145,0.57,-0.56104,0.23205
0.18095,0.372,0.129,0.57,-0.561,0.18095
0.1337,0.366,0.145,0.58,-0.56097,0.1337
0.1781,0.364,0.177,0.59,-0.56094,0.1781
0.1836,0.362,0.08,0.6,-0.5609,0.1836
0.08015,0.368,0.113,0.6,-0.56087,0.08015
0.15685,0.23,0,0.83,-0.55555,0.15685
0.16725,0.232,0,0.83,-0.55551,0.16725
0.1914,0.234,0,0.82,-0.55548,0.1914
0.2024,0.234,0,0.82,-0.55544,0.2024
0.21285,0.236,0,0.82,-0.55541,0.21285
0.14825,0.238,0,0.82,-0.55538,0.14825
0.12145,0.24,0,0.81,-0.55534,0.12145
0.22675,0.242,0,0.81,-0.55531,0.22675
0.2421,0.244,0,0.81,-0.55528,0.2421
0.2789,0.248,0,0.81,-0.55524,0.2789
0.27255,0.252,0,0.81,-0.55521,0.27255
0.2971,0.258,0,0.81,-0.55517,0.2971
0.36005,0.264,0,0.8,-0.55514,0.36005
0.3801,0.27,0,0.79,-0.55511,0.3801
0.33695,0.278,0,0.78,-0.55507,0.33695
0.36025,0.282,0,0.77,-0.55504,0.36025
0.3901,0.286,0,0.76,-0.555,0.3901
0.3758,0.294,0,0.76,-0.55497,0.3758
0.3746,0.298,0,0.75,-0.55494,0.3746
0.40445,0.306,0,0.74,-0.5549,0.40445
0.39685,0.32,0,0.73,-0.55487,0.39685
0.38685,0.332,0,0.69,-0.55483,0.38685
0.3938,0.334,0,0.68,-0.5548,0.3938
0.4067,0.328,0,0.67,-0.55477,0.4067
0.4159,0.332,0,0.68,-0.55473,0.4159
0.4251,0.34,0,0.67,-0.5547,0.4251
0.4347,0.348,0,0.64,-0.55467,0.4347
0.44985,0.35,0,0.62,-0.55463,0.44985
0.458,0.348,0,0.63,-0.5546,0.458
0.46905,0.352,0.016,0.63,-0.55456,0.46905
0.47335,0.352,0,0.62,-0.55453,0.47335
0.48395,0.354,0,0.62,-0.5545,0.48395
0.51465,0.356,0.016,0.61,-0.55446,0.51465
0.5363,0.36,0,0.6,-0.55443,0.5363
0.5173,0.364,0,0.59,-0.55439,0.5173
0.52385,0.362,0.016,0.6,-0.55436,0.52385
0.5398,0.354,0,0.61,-0.55433,0.5398
0.53245,0.352,0,0.62,-0.55429,0.53245
0.5412,0.36,0,0.6,-0.55426,0.5412
0.5439,0.368,0.016,0.59,-0.55422,0.5439
0.54715,0.37,0,0.58,-0.55419,0.54715
0.5574,0.368,0,0.58,-0.55416,0.5574
0.5666,0.37,0,0.58,-0.55412,0.5666
0.57005,0.37,0,0.58,-0.55409,0.57005
0.57555,0.368,0,0.58,-0.55406,0.57555
0.57985,0.372,0,0.57,-0.55402,0.57985
0.58335,0.374,0.016,0.57,-0.55399,0.58335
0.5942,0.372,0,0.58,-0.55395,0.5942
0.594,0.372,0.016,0.57,-0.55392,0.594
0.60215,0.376,0,0.57,-0.55389,0.60215
0.60115,0.38,0,0.57,-0.55385,0.60115
0.605,0.384,0,0.55,-0.55382,0.605
0.61055,0.382,0,0.55,-0.55378,0.61055
0.6142,0.384,0,0.55,-0.55375,0.6142
0.6189,0.386,0,0.55,-0.55372,0.6189
0.6228,0.392,0,0.55,-0.55368,0.6228
0.6222,0.4,0.016,0.54,-0.55365,0.6222
0.6279,0.4,0,0.54,-0.55361,0.6279
0.6281,0.394,0.016,0.54,-0.55358,0.6281
0.63365,0.392,0,0.54,-0.55355,0.63365
0.63505,0.392,0,0.55,-0.55351,0.63505
0.6357,0.402,0,0.54,-0.55348,0.6357
0.63345,0.402,0,0.54,-0.55344,0.63345
0.63365,0.396,0,0.54,-0.55341,0.63365
0.6361,0.402,0,0.54,-0.55338,0.6361
0.6355,0.402,0.064,0.54,-0.55334,0.6355
0.6361,0.392,0.032,0.56,-0.55331,0.6361
0.63305,0.388,0,0.57,-0.55327,0.63305
0.6359,0.392,0,0.56,-0.55324,0.6359
0.6367,0.396,0,0.56,-0.55321,0.6367
0.632,0.396,0.016,0.55,-0.55317,0.632
0.631,0.392,0.016,0.56,-0.55314,0.631
0.6365,0.392,0.016,0.56,-0.5531,0.6365
0.6322,0.398,0.032,0.55,-0.55307,0.6322
0.62835,0.394,0.016,0.56,-0.55304,0.62835
0.6281,0.396,0.032,0.55,-0.553,0.6281
0.62875,0.398,0.016,0.55,-0.55297,0.62875
0.6279,0.398,0,0.54,-0.55293,0.6279
0.6222,0.404,0.064,0.55,-0.5529,0.6222
0.6183,0.404,0.032,0.54,-0.55287,0.6183
0.6128,0.404,0.016,0.54,-0.55283,0.6128
0.61155,0.402,0,0.55,-0.5528,0.61155
0.60295,0.398,0,0.55,-0.55276,0.60295
0.5989,0.402,0.016,0.55,-0.55273,0.5989
0.5948,0.402,0.08,0.55,-0.5527,0.5948
0.59275,0.398,0.032,0.55,-0.55266,0.59275
0.5858,0.402,0,0.54,-0.55263,0.5858
0.57965,0.4,0.048,0.55,-0.55259,0.57965
0.57435,0.402,0.048,0.55,-0.55256,0.57435
0.5666,0.398,0.048,0.56,-0.55253,0.5666
0.56005,0.394,0.016,0.56,-0.55249,0.56005
0.5537,0.392,0.032,0.56,-0.55246,0.5537
0.54775,0.398,0.048,0.56,-0.55242,0.54775
0.5404,0.396,0.016,0.55,-0.55239,0.5404
0.53225,0.398,0,0.55,-0.55236,0.53225
0.5261,0.398,0.161,0.54,-0.55232,0.5261
0.5167,0.392,0.048,0.55,-0.55229,0.5167
0.50995,0.388,0.08,0.56,-0.55225,0.50995
0.50095,0.39,0.064,0.56,-0.55222,0.50095
0.494,0.394,0.08,0.56,-0.55219,0.494
0.4844,0.392,0.064,0.56,-0.55215,0.4844
